gps_lat (deg),gps_lon (deg),gps_alt (m),gps_vN (m/s),gps_vE (m/s),gps_vD (m/s)
4.072821081724019621e+01,-7.402664722520195539e+01,-2.235204929697802267e+00,-3.136738211129310727e+00,1.974280414483899548e+01,-4.962552520267985226e-03
4.072817667984105583e+01,-7.402642140305752605e+01,1.213975539995638675e+00,-3.628915823663399820e+00,1.969649846632137269e+01,-6.556627697118382753e-03
4.072814112974623413e+01,-7.402617905256038000e+01,-6.159202106657705178e-01,-3.819733598909115457e+00,1.965708288438985818e+01,-1.306447550524838554e-02
4.072810430495805889e+01,-7.402595156879742433e+01,-1.731819816168630899e+00,-3.967612684706268045e+00,1.955573378651364536e+01,-1.796487104896372575e-02
4.072807048204771263e+01,-7.402572051443195278e+01,-1.058863712774342325e+00,-4.026497259316661470e+00,1.960239953503714716e+01,6.988694145358616272e-02
4.072803333294837103e+01,-7.402549024460984128e+01,1.933846645078944437e+00,-4.180107085974158032e+00,1.957699465233032043e+01,4.215335360471848813e-02
4.072799284429233069e+01,-7.402524885744141159e+01,-1.869295582079286255e+00,-4.268348576429364272e+00,1.953922061353635442e+01,-3.229360212817308090e-02
4.072795515704492431e+01,-7.402501955815715462e+01,2.203489660938053429e+00,-4.079588421192995362e+00,1.956930186960446250e+01,-5.326525718089387788e-03
4.072790813136657562e+01,-7.402479107494272625e+01,-1.165405739002016494e+00,-4.220797913584037886e+00,1.964734284059576552e+01,-1.313302505074394159e-02
4.072787877166890524e+01,-7.402457315152695116e+01,4.935400636345954051e-01,-4.079482938479451981e+00,1.960695995242105738e+01,-6.975965041690593456e-04
4.072785847576648166e+01,-7.402432088979094260e+01,-2.606597543326424571e+00,-4.202297583728804575e+00,1.958135326847873259e+01,-6.254196581107837605e-02
4.072782192881982866e+01,-7.402412878390130402e+01,-4.786013897948651619e-01,-4.245860277333748378e+00,1.957512456679819124e+01,-7.957062538474067581e-02
4.072775719977822462e+01,-7.402385644220572658e+01,1.136676903526287807e+00,-4.119709600077394285e+00,1.959311515353806854e+01,-5.169707022474263891e-02
4.072771319270113111e+01,-7.402363528501398093e+01,4.470228187289136956e-01,-4.137279866426619712e+00,1.956959907565222423e+01,1.872611889441520502e-02
4.072771403047538286e+01,-7.402341994014022930e+01,-7.900182853556086959e-01,-4.215275363647985607e+00,1.944306021506974602e+01,-4.999715329459952654e-04
4.072765977723933872e+01,-7.402315624334650579e+01,-2.971877807098288193e-01,-4.245157345186100883e+00,1.948509860243751390e+01,-1.237011201507036764e-02
4.072762542464650437e+01,-7.402295945480510397e+01,1.225749896002932937e+00,-4.047818113328109035e+00,1.960991174277922866e+01,2.640603589364726774e-03
4.072758443884000457e+01,-7.402271987833604783e+01,-1.882638047424552097e+00,-4.225816476249055320e+00,1.965217988169460384e+01,7.117343873561093881e-02
4.072754683393796427e+01,-7.402249703075757736e+01,-1.866241258711451634e+00,-4.168914644008858694e+00,1.954291365247790324e+01,-4.390303561875484595e-02
4.072751743596061402e+01,-7.402224631309871938e+01,1.090192028189124640e+00,-4.146357764253921552e+00,1.957575038500205977e+01,5.290581262004147300e-02
4.072747808506120748e+01,-7.402204434819056189e+01,1.177841259174424865e-01,-4.195347683709385045e+00,1.962210636835323285e+01,5.353402437506570716e-02
4.072743663240073175e+01,-7.402180213524994201e+01,-6.522656665007879884e-01,-4.187096232652151251e+00,1.963221224670736120e+01,-7.205675286800056721e-04
4.072739086601101377e+01,-7.402158447479997960e+01,1.391043136144459513e+00,-4.098983081155461505e+00,1.962190182210566292e+01,-6.339426837728703856e-02
4.072735780147796447e+01,-7.402133737536065894e+01,7.442575370757383846e-01,-4.128261063527517649e+00,1.955659429851264264e+01,-5.946622038697313428e-02
4.072732369433943944e+01,-7.402108628358348597e+01,-4.143457374186641506e-01,-4.163824979663968584e+00,1.948711974441793515e+01,-2.237236132201151848e-02
4.072729053868675209e+01,-7.402085152785819844e+01,-1.037840783371228870e+00,-4.188554199661223443e+00,1.947930569111164090e+01,2.589485538004612786e-02
4.072725302172000283e+01,-7.402064400562892388e+01,1.121939959020458399e+00,-4.126270275143498978e+00,1.956205247875746878e+01,3.448453521625718249e-02
4.072719447480248789e+01,-7.402041009955902950e+01,-8.758738901631728524e-01,-4.017450328790557634e+00,1.950433055489840939e+01,1.809689853116763780e-02
4.072717581889976657e+01,-7.402017182865776590e+01,-7.236131565122098930e-02,-4.107904656105152874e+00,1.964956901147289159e+01,7.380542276131104446e-03
4.072714056607180311e+01,-7.401992172670308889e+01,-1.482309937146554679e+00,-4.303480006955806125e+00,1.947745323928799621e+01,-2.915721873015180918e-02
4.072710003167104986e+01,-7.401969540965859551e+01,-1.648440058579218048e+00,-4.139022856550290008e+00,1.955184701598130559e+01,5.611804086466098268e-02
4.072705168555200572e+01,-7.401946135992561437e+01,-3.007053367993661741e+00,-4.200280451289790662e+00,1.961508708788395339e+01,-9.688097365866928448e-03
4.072702715867858814e+01,-7.401922637120745208e+01,3.668690751666465188e-01,-4.094329948085370319e+00,1.960298209288014704e+01,8.911013606609591298e-02
4.072699325341694987e+01,-7.401901083638553303e+01,4.228463047976705469e-01,-4.081909022983316149e+00,1.944324011659736584e+01,-8.565212029795137016e-02
4.072695496011597527e+01,-7.401877169245955201e+01,1.175420621374739349e+00,-4.084898919317073052e+00,1.957486298377509115e+01,9.391305087656835748e-03
4.072692485808070728e+01,-7.401853705295916086e+01,-1.041529158013462020e+00,-4.185427574130548223e+00,1.959619139929646536e+01,2.656954401388187531e-02
4.072686344704926142e+01,-7.401831570367491508e+01,-1.504642847971204012e-01,-4.207982082312538452e+00,1.958457550625817589e+01,1.114643846694996915e-01
4.072684845452813107e+01,-7.401808641722146831e+01,4.150617918135533491e-01,-4.162857803037073978e+00,1.955837424804278513e+01,-7.895205101256956570e-02
4.072680105722666610e+01,-7.401785387656506998e+01,-1.576265532970419381e+00,-4.118158045427623648e+00,1.955967074430159158e+01,3.771687537095730347e-02
4.072676880238336139e+01,-7.401763829061891897e+01,2.689529125368808948e+00,-4.097148246151594897e+00,1.946456371585889045e+01,9.561677678033703165e-02
4.072671918774651090e+01,-7.401737980782932880e+01,-2.507205817930711511e+00,-4.171143651731431312e+00,1.954212155873231538e+01,-3.878136063995685917e-02
4.072667913704503206e+01,-7.401716573584214132e+01,-8.386017412941106919e-01,-4.179953086909987015e+00,1.959031070176110845e+01,3.076798088255399896e-02
4.072664136452206662e+01,-7.401691447583340278e+01,-8.259479093432477992e-01,-4.223586768803954783e+00,1.957830946272275696e+01,1.047290863593226991e-02
4.072662316224102597e+01,-7.401672027184237379e+01,-8.931748032246459301e-01,-4.125792900612261782e+00,1.953045529243028255e+01,1.598242322214010400e-03
4.072657067478881032e+01,-7.401645743083614093e+01,-3.660788139717975564e+00,-4.213119226683852858e+00,1.942885698635877745e+01,1.837895182476091682e-02
4.072652889973364410e+01,-7.401623636770600001e+01,-2.326519408119283039e+00,-4.132743754136602554e+00,1.951950518846156868e+01,5.065701541106639241e-03
4.072650732606554413e+01,-7.401599519607233901e+01,3.012389367312799937e+00,-4.192233868026106869e+00,1.959800789203108806e+01,-5.369606206061552922e-02
4.072645060838431164e+01,-7.401575692953535679e+01,6.991920356281327020e-01,-4.032110600438615577e+00,1.964246376995928500e+01,-3.652310201316334021e-02
4.072642821031364946e+01,-7.401554046705456358e+01,-1.233613048106928511e+00,-3.454473453362523649e+00,1.969116520060123676e+01,-2.688245065930116098e-02
4.072639610968111867e+01,-7.401532495610500462e+01,-8.774459466428579102e-01,-3.069953415221704063e+00,1.975394273365145636e+01,9.993808782771503724e-03
4.072637339002085355e+01,-7.401506471624509231e+01,-5.176212131116224580e-01,-2.902438800700152477e+00,1.982115281718305511e+01,3.237450873565989734e-02
4.072633578173323343e+01,-7.401484024593158040e+01,1.793027805677621656e+00,-2.756803232564378536e+00,1.972686114405582813e+01,-5.000584277481334022e-02
4.072632057972982267e+01,-7.401459044241023832e+01,-6.905499059311085430e-01,-2.788445211701878979e+00,1.981019259876021721e+01,-1.809397183314254490e-02
4.072630023163764434e+01,-7.401440290170441472e+01,-3.871778071757630002e-01,-2.718139824518537306e+00,1.985423375219115982e+01,-4.890833559134648983e-02
4.072628106614271104e+01,-7.401413980913007151e+01,5.899893088623526793e-01,-2.658430913613895719e+00,1.985312062736308292e+01,5.641499196103363922e-03
4.072623446358134913e+01,-7.401388161420094036e+01,-4.535417162637661037e-01,-2.589400118969640729e+00,1.984756500724446582e+01,7.016074908204130572e-03
4.072622455013220133e+01,-7.401365785092632166e+01,-5.225379283920613682e-01,-2.612017086420004741e+00,1.978205441258807085e+01,-3.710323564766999926e-02
4.072620186652217456e+01,-7.401342716769553931e+01,-1.495125810689243551e+00,-2.655237191645235306e+00,1.987445408698789961e+01,-7.307801586449810816e-02
4.072617344122275540e+01,-7.401319706789580266e+01,5.812535569467334184e-01,-2.627348114422638048e+00,1.991622002729328500e+01,-2.103295763605697588e-03
4.072616863569091805e+01,-7.401296158710913176e+01,9.998896310625606798e-01,-2.524904656460598584e+00,1.984342795297164486e+01,-3.015830489460195885e-02
4.072613794943596588e+01,-7.401271902652794665e+01,2.123807238676183595e-01,-2.542394793858351765e+00,1.983149091742763304e+01,6.563404754479066142e-03
4.072610760856050405e+01,-7.401248727729729637e+01,-1.672313736306787035e+00,-2.548752504221779791e+00,1.985182973906130499e+01,-1.386792182648615172e-03
4.072608660923833668e+01,-7.401225184396166412e+01,-4.122936813037597625e-01,-4.517464786973687474e+00,1.943713856191019929e+01,-4.442446115828520281e-02
4.072601416503461280e+01,-7.401202133927013449e+01,-4.567683756078408930e-01,-6.134540740249498469e+00,1.896796379987051395e+01,-3.763609790925154241e-02
4.072597963684184208e+01,-7.401179970216995230e+01,5.602592504295341724e-01,-7.120092522856222850e+00,1.875041890579101533e+01,5.344264197084322432e-03
4.072589209646006481e+01,-7.401158896441970114e+01,-3.557405048330888886e-01,-7.714766881130908693e+00,1.851280610485026301e+01,-6.693135781802788536e-03
4.072582206460648990e+01,-7.401135321169833503e+01,-9.596464384371332645e-01,-7.984240436485789516e+00,1.829922915257688487e+01,-7.034715580758241216e-02
4.072576382695518049e+01,-7.401115812357781465e+01,3.063797964895066950e-01,-8.123197840251728863e+00,1.825747844141483611e+01,-7.661161190949740407e-02
4.072568513314676153e+01,-7.401093001520052894e+01,1.013261691564045081e-01,-1.014190157687738925e+01,1.715257320675195274e+01,-6.410683579121588538e-02
4.072557893753202052e+01,-7.401075487841944778e+01,-4.449383753213761450e-01,-1.188564098623412590e+01,1.608758932870656366e+01,1.556178995407797062e-03
4.072548088642015784e+01,-7.401057188835206091e+01,-2.014115386946217612e+00,-1.278326695845802874e+01,1.530675764087122914e+01,8.133005537842531371e-03
4.072534262480254341e+01,-7.401037811024825430e+01,-2.901951629638944707e-01,-1.341087771564889408e+01,1.490895831368786517e+01,9.290084383723553468e-03
4.072522898758691667e+01,-7.401019668840764609e+01,-2.583025169857768866e+00,-1.372002700469933956e+01,1.460310526367827855e+01,2.418517526287895791e-02
4.072509226572005758e+01,-7.401001244224613629e+01,1.021560545263046738e+00,-1.387261693840787302e+01,1.440597319497723028e+01,7.386146011364408404e-02
4.072498958896946419e+01,-7.400986601735230863e+01,-1.745012548386379869e+00,-1.399568082094249988e+01,1.429605955061130373e+01,1.490386907924992968e-02
4.072484087501548800e+01,-7.400969382621482850e+01,1.114955192983057897e+00,-1.402983661078049948e+01,1.421880775757587756e+01,1.872275928414609408e-02
4.072471679077293061e+01,-7.400953362845410766e+01,-1.540255080017050471e+00,-1.409642797849114260e+01,1.415736531265880238e+01,3.987749337632510993e-03
4.072458403214718459e+01,-7.400935859456274102e+01,2.909883640645613001e-01,-1.404183094767301654e+01,1.414679500750694530e+01,3.010059225094147140e-02
4.072446967659880102e+01,-7.400918772895687425e+01,1.478335086657642128e+00,-1.420002304872870269e+01,1.416131693673398395e+01,-1.136804997272482590e-02
4.072433552830300840e+01,-7.400902814944491581e+01,2.005737444871373398e+00,-1.409972888907567246e+01,1.412697302462098925e+01,-4.226202766792724885e-02
4.072421430828026701e+01,-7.400885500078067025e+01,-2.209151236890119385e+00,-1.416912398152705599e+01,1.410328869594450119e+01,1.684382963019157020e-02
4.072408980160157910e+01,-7.400869031793538966e+01,1.496204298240204178e+00,-1.409583194419738916e+01,1.430287143493106328e+01,6.079423227287585052e-02
4.072395613695756822e+01,-7.400851465260868167e+01,3.937145756446890910e-01,-1.403644441840340384e+01,1.404959765949454109e+01,-3.446123556139135680e-02
4.072382243797937917e+01,-7.400835459339603517e+01,7.685125562359893525e-01,-1.424861762303921076e+01,1.424402395365637908e+01,2.407482723169735925e-02
4.072369853635044734e+01,-7.400821327681909167e+01,2.730090505165688186e-01,-1.418062208959168125e+01,1.412520430045282183e+01,2.727889903650077691e-02
4.072357980474500749e+01,-7.400803638624861946e+01,-9.063564235271979186e-01,-1.416323357411319073e+01,1.418755453175640824e+01,3.500725726483996936e-02
4.072346485324258936e+01,-7.400784514178322127e+01,-2.691072425032032367e+00,-1.414721621814283914e+01,1.422244546102833240e+01,2.700795342138850863e-02
4.072331491607081944e+01,-7.400767812994867256e+01,-2.194554685419127349e+00,-1.415209817713160945e+01,1.417437887803508723e+01,9.804356522505313504e-03
4.072320863212378583e+01,-7.400751783109441817e+01,-1.869863034050902040e-01,-1.376126949405889377e+01,1.371675194794957697e+01,1.446017855213293547e-02
4.072308217270582986e+01,-7.400735271120095149e+01,-1.484608439422745452e+00,-1.297419642778551818e+01,1.310799678313122207e+01,7.964057638130490890e-02
4.072296402048444719e+01,-7.400721686122554388e+01,-8.768941776186066628e-01,-1.223885952116665443e+01,1.227885657007792020e+01,-1.076741914334808786e-01
4.072285453702355085e+01,-7.400708273992580644e+01,1.233121440707833694e+00,-1.145859252225052138e+01,1.162889548303122211e+01,-2.714246903788053097e-02
4.072274601329182531e+01,-7.400692007702465958e+01,-1.543837905940900201e+00,-1.084407081441583820e+01,1.089479429157952772e+01,-1.881266093980202975e-02
4.072266354145435230e+01,-7.400682095555623619e+01,-6.843860611002675065e-02,-1.018547393403492407e+01,1.023885761041247378e+01,4.751136849063537781e-02
4.072256136165061235e+01,-7.400669567104429802e+01,3.684809164360698941e-01,-1.092292219838347478e+01,8.839632226405239379e+00,-2.517823913715169434e-02
4.072245154175416104e+01,-7.400659305264372279e+01,-3.064913426058421542e-01,-1.231276265312665252e+01,6.749127519750662607e+00,-6.126306601581330002e-02
4.072235008129260336e+01,-7.400652370170676875e+01,-3.383822305047227363e+00,-1.364925755479428737e+01,3.196237889458420689e+00,3.984106510887987923e-02
4.072221636272976042e+01,-7.400654296944360055e+01,-1.782458562227537513e+00,-1.388003500263651624e+01,-1.615612756662572203e+00,3.527931374167158490e-02
4.072209672099993583e+01,-7.400657480143883049e+01,1.429453276413974461e-01,-1.352901163049921784e+01,-3.589841311859084172e+00,5.387228928124618982e-02
4.072198730827783208e+01,-7.400662580522228495e+01,-9.462008717955989745e-01,-1.265702012531789222e+01,-6.019772735401161867e+00,-2.434451399959186232e-02
4.072188007206248272e+01,-7.400673754556729023e+01,1.621915881555162420e+00,-1.037021573208522796e+01,-9.417478612096292778e+00,2.670208842060840110e-02
4.072179369223196943e+01,-7.400683147997796141e+01,-7.752443993581861204e-01,-8.334437550236478032e+00,-1.124140931192120973e+01,3.627319869989670265e-02
4.072171514614131382e+01,-7.400696231554553606e+01,2.089737125587009248e-01,-6.212113788274885806e+00,-1.248094074041117274e+01,5.074822176793286621e-02
4.072169743766695404e+01,-7.400713295664134250e+01,-6.445128169707846633e-01,-3.074803718155310617e-01,-1.293874646743363321e+01,-6.645025470316365257e-02
4.072171040181954993e+01,-7.400726485277088784e+01,-7.859801371924117763e-01,6.363296969820405602e-01,-1.190908330769905632e+01,-7.722746649179862422e-02
4.072170587865013403e+01,-7.400741351784658661e+01,-4.736985020789465373e-01,7.146506833418793114e-01,-1.082541791494617556e+01,-1.746723282063865693e-02
4.072172091581808928e+01,-7.400752495969891243e+01,-7.557131478568567262e-01,2.040316203819693364e+00,-9.588462842126299179e+00,-4.930853402451662940e-03
4.072172064149075510e+01,-7.400764786777060067e+01,-1.155563942057739601e-01,2.904428757757670176e+00,-8.354224822254836980e+00,-8.568520345140190342e-02
4.072177098472403856e+01,-7.400774469313765280e+01,3.951794493060456492e-01,3.165161511508713499e+00,-7.236791519938228667e+00,-7.280401172064766835e-02
4.072179468236839739e+01,-7.400780148858569873e+01,-6.245772064816366986e-02,3.134319548490782648e+00,-6.285522164988712746e+00,-1.409407177270831195e-02
4.072183210357142258e+01,-7.400789660752920440e+01,6.344803792505307460e-02,2.744725964468339718e+00,-5.184090588284752776e+00,3.054993517635926081e-02
4.072183980874883247e+01,-7.400792978265852184e+01,2.060074820003108265e+00,2.429597441364491850e+00,-4.335772180701362721e+00,-2.893386628304434049e-02
4.072186488202176946e+01,-7.400796329897734438e+01,1.085893703445401481e+00,1.889903753975922029e+00,-3.436439114166597975e+00,1.362468367294089600e-01
4.072189297235728844e+01,-7.400801645682378194e+01,-3.929577011589531210e-01,1.359326219445750716e+00,-2.510992675413446396e+00,-1.940063864275564862e-02
4.072187453182174011e+01,-7.400805281294243798e+01,-2.659099515304227168e+00,8.706230441217385208e-01,-1.659341561003204069e+00,9.274031063529837929e-03
4.072190034019156002e+01,-7.400806928627672221e+01,9.502760269878337551e-01,4.444617123434267958e-01,-7.169728922853474407e-01,-1.931607626289408471e-03
4.072190522800678281e+01,-7.400805043951166340e+01,7.428562051935228006e-01,-2.911301866526504536e-02,-1.888931401073168370e-02,1.844999319780459002e-02
4.072190122438581739e+01,-7.400808441933354231e+01,1.223405901967697051e+00,-1.110807900768974871e-01,-1.068045061169797978e-02,-9.411214674130458091e-02
4.072190219372409103e+01,-7.400807289203785899e+01,2.480161866461835007e+00,5.655112843128620725e-02,-3.429812589980726217e-02,9.135616962760756410e-02
4.072189048505563136e+01,-7.400805569521524774e+01,-9.226865895762073055e-01,-6.360017196152645269e-03,1.925200562902636831e-02,2.659427478613980711e-02
4.072190359244277147e+01,-7.400804446880624710e+01,6.503943890232629643e-01,3.832694111567072626e-02,9.814633420085851212e-02,-3.972236496900125036e-02
4.072191030259558886e+01,-7.400805700045883384e+01,5.116497396876545922e-01,-7.098814142189754928e-02,-3.960612474693385454e-02,-1.183464810776539700e-02
4.072191536376399057e+01,-7.400806351166548325e+01,1.014014140379926737e-01,-1.071802952600963213e-02,-4.728804967254104930e-02,-3.471743829286065824e-03
4.072190567876121037e+01,-7.400805297501385382e+01,1.315575418636764526e+00,-1.231561519562876933e-01,8.624436405875521641e-03,-6.440120695914926252e-02
4.072188957288950206e+01,-7.400805011715564774e+01,8.287117399212035052e-01,-4.670900560635465881e-02,1.885330462691436892e-02,-1.255631053848008383e-01
4.072188843464058294e+01,-7.400806553236404284e+01,-8.934796741504374973e-01,-2.587520564722144145e-02,2.871426300886703240e-02,-6.508649029175714307e-02
4.072190130529281049e+01,-7.400807676203314145e+01,7.950245115119536354e-01,3.127915411258328643e-02,-7.839790180280506449e-02,1.777093433415464704e-02
4.072189394213332747e+01,-7.400806688140035305e+01,2.000469173891475272e+00,-8.122189271026486121e-03,-5.378987711246868697e-02,1.187766228460390532e-02
4.072190391741469995e+01,-7.400806602835345416e+01,2.878699822979577383e-01,8.190986528510851850e-02,7.323942145825690885e-03,-3.916307872103096804e-02
4.072189917266338455e+01,-7.400807982295974341e+01,1.085243376386190617e+00,6.163077334373329684e-04,1.386817133943075812e-02,-2.326011129683775228e-02
4.072189645921176293e+01,-7.400804103868364336e+01,-3.240340039766924640e-01,6.243650573812933868e-02,-6.616701058476981943e-03,1.919111519614006764e-02
4.072190461161244457e+01,-7.400806893366623740e+01,1.280731575596631755e+00,1.675343018694012975e-02,-6.117354237033758267e-03,-4.097129497066053644e-02
4.072189140609606994e+01,-7.400805558696967523e+01,-8.808313308068480563e-01,4.748198149745766429e-05,-4.581734415888504691e-02,-9.955292612887726988e-02
4.072189723683234064e+01,-7.400806809472054226e+01,2.271246973789926293e-01,-8.199518147197379370e-02,7.188468684490122163e-02,-1.134903171514711068e-02
4.072189033160089622e+01,-7.400806723154127553e+01,-8.199629767632699018e-01,-1.549522748309634379e-01,2.294192614928215398e-02,-2.835113808170847127e-02
4.072189897049131702e+01,-7.400804151345577964e+01,-5.407500106729599132e-01,-2.319599199792353461e-02,-1.623634598941108703e-02,-3.063402031594688810e-02
4.072190753975171162e+01,-7.400805329914099673e+01,1.379052862863196054e-02,-1.925736804595601717e-02,4.746143577258093993e-02,-4.954435141982542132e-03
4.072190644086227707e+01,-7.400805448365466077e+01,-1.857278939518784089e+00,2.142363055675670924e-02,-1.411482456358761732e-02,1.660457286355511153e-01
4.072187583372404873e+01,-7.400805530827437906e+01,-1.034401878390311058e+00,5.586672145210897986e-03,-1.485235300515503135e-02,-2.858426841107930202e-02
4.072190861192000000e+01,-7.400806653030178950e+01,3.490588668575974052e-01,-3.334452649813331865e-02,-3.277933714416381844e-02,-1.271881763201859472e-01
4.072192037753396932e+01,-7.400806284807329405e+01,4.093024583314225362e-01,-4.455575073778753059e-02,3.100070643987494490e-02,5.727647203133534592e-02
4.072190044756748506e+01,-7.400806324483696130e+01,-1.353196312440154037e+00,-2.933173139515717065e-02,-3.872615638914231329e-02,-6.068509312555264712e-02
4.072189523997125349e+01,-7.400806159000573814e+01,4.573953653402605402e-01,-2.168362687024343385e-02,7.754054097958396063e-02,-1.513019794727699097e-01
4.072190946956519042e+01,-7.400808606377374588e+01,-1.912345898997433791e+00,1.008007829933695448e-01,-5.463080673261111464e-02,3.388735935077018951e-02
4.072189625028373428e+01,-7.400804956056325068e+01,1.326172482984981027e+00,-4.261445388124022321e-02,2.573957243036155765e-02,1.589965460086976284e-02
4.072189993885541526e+01,-7.400805289919398433e+01,-6.506995641580092249e-01,-3.045899570471177764e-02,6.858425566437873627e-03,1.062966527647818266e-01
4.072187698427146785e+01,-7.400807460507110136e+01,-3.161461474999996302e+00,1.203178650499453842e-02,-6.075565144860897368e-03,-2.997595955278969243e-03
4.072190787486884034e+01,-7.400807896490822202e+01,1.589285338249949664e+00,7.481794344140777452e-03,-4.826571520334554943e-02,9.934770850197874661e-03
4.072188301947769418e+01,-7.400805273842196641e+01,-1.743196115963515203e+00,-9.466738486739520800e-03,7.180380092981564211e-02,4.840103108300393420e-02
4.072189054091019500e+01,-7.400805684628842585e+01,4.698414287327307703e-01,3.054903778299846925e-02,-1.015248608113715652e-02,-1.817062772439769630e-02
4.072188955513454545e+01,-7.400804973158953715e+01,-1.447067663089330880e+00,6.312600007987502482e-02,4.273163226579681367e-02,-4.529257050402548529e-03
4.072190142925683887e+01,-7.400804622569921776e+01,-6.725544122578999140e-01,1.252775353703520535e-02,-1.847880137692710367e-02,-1.185048999812524616e-02
4.072189372315455813e+01,-7.400805219241151178e+01,-1.590373422448069896e+00,-2.805609443147502602e-02,-3.145054850353353609e-02,-6.512569800792472607e-02
4.072189359923309127e+01,-7.400806918858376093e+01,2.342130121558405609e+00,-4.483701077176046462e-03,-4.443715434834941830e-02,9.820546407561286939e-02
4.072189909466816715e+01,-7.400805491293635896e+01,-2.078686639592644436e+00,-1.047282489562707114e-01,7.598530401632849762e-02,-5.925230240362022900e-03
4.072190003810435144e+01,-7.400803585538571383e+01,1.708103133296940523e+00,6.253705959476854592e-02,1.890630864256978572e-02,3.870327078751535643e-02
4.072189328467785430e+01,-7.400806641116798801e+01,2.358695589010775528e-01,-1.308180006368336347e-02,-6.703812815252754159e-03,-3.578513397514597461e-02
4.072190167046702669e+01,-7.400804318584796704e+01,-5.905142560953875464e-01,-7.193816318529038661e-03,1.592620034709998911e-02,-3.817152434726764354e-02
4.072188952764798842e+01,-7.400807704492761729e+01,-7.195933182238304360e-01,-5.225114275554677834e-02,2.258815361946776498e-02,-3.130875582986011180e-02
4.072188970740267422e+01,-7.400804463978329295e+01,3.775752730783945021e-01,-1.043537607480878315e-01,-1.220964775246101072e-02,-6.117023384032248962e-02
4.072192183715954883e+01,-7.400807315453350554e+01,5.709257595022589893e-01,4.170771553015813204e-02,-6.017393158502309936e-02,5.003523735421269714e-02
4.072189692120226567e+01,-7.400807769009202275e+01,-8.575273031490753262e-01,-5.469308543119869026e-02,6.631662287418613189e-02,2.343192085889947429e-02
