mag_x (uT),mag_y (uT),mag_z (uT)
1.649017019677324214e+01,1.266308348274807294e+01,4.727143560014136625e+01
1.670375449412423663e+01,1.257737495833885077e+01,4.666283443014748400e+01
1.627844953986402032e+01,1.260492456241378356e+01,4.714117366972829615e+01
1.641303524352620968e+01,1.274892915336949351e+01,4.698922042978546898e+01
1.683051038554441803e+01,1.255713857219118879e+01,4.678085664264531829e+01
1.624344453051552506e+01,1.233889242922976770e+01,4.650695749168577464e+01
1.654883751524545232e+01,1.261214134961820577e+01,4.671044536831992389e+01
1.605434740333297583e+01,1.276670393111007584e+01,4.667645627213143911e+01
1.629456616242307021e+01,1.235006668995599277e+01,4.739126980281012891e+01
1.651587751807215199e+01,1.258173737869300624e+01,4.682127824645994707e+01
1.653169271949711217e+01,1.247745320988328466e+01,4.684578016834483805e+01
1.642395864741934020e+01,1.261767381368102292e+01,4.687471773316062951e+01
1.652429394547324293e+01,1.256290213552543023e+01,4.733619110690666787e+01
1.666706986747578156e+01,1.260200765362242237e+01,4.709286824546800432e+01
1.637666695003143502e+01,1.262656983586068371e+01,4.705902113138587595e+01
1.638888363060950226e+01,1.260229539596358883e+01,4.684484406725592009e+01
1.644656381871535800e+01,1.258853864931547761e+01,4.696530355489309017e+01
1.623110610316736668e+01,1.229040347168973568e+01,4.681393075679248739e+01
1.648007202471231736e+01,1.263291031810948972e+01,4.673288582231940325e+01
1.656045950186728533e+01,1.261487198895285466e+01,4.695396321338991896e+01
1.642598951468638191e+01,1.261087741236524096e+01,4.677972681812988043e+01
1.645487095045671921e+01,1.252139044646632016e+01,4.688891481689631036e+01
1.647289456642498706e+01,1.302888716968889149e+01,4.700892768520762388e+01
1.672885366746379532e+01,1.271186242595816296e+01,4.670086332161908871e+01
1.671825020561886177e+01,1.269352622699879873e+01,4.707335414988556721e+01
1.636210224908244726e+01,1.256086893158689399e+01,4.666424562770374251e+01
1.665306584765020048e+01,1.247323886567609108e+01,4.676264911604647523e+01
1.647825646675582334e+01,1.281723385067197896e+01,4.705804015439494492e+01
1.618055210104124342e+01,1.243351099666921478e+01,4.698024624904199698e+01
1.625904503090767150e+01,1.240521031255958917e+01,4.687658515638049295e+01
1.620494566175813134e+01,1.275816146710947407e+01,4.699153232967649529e+01
1.660350948739569432e+01,1.250586029884496142e+01,4.725965926771025494e+01
1.642849742273651970e+01,1.272534499654013906e+01,4.674569094357455867e+01
1.648635773037580066e+01,1.250386059139862738e+01,4.690312654279055238e+01
1.664630468663628449e+01,1.247302494661851924e+01,4.682177085398780036e+01
1.654909570164015875e+01,1.245897173589530027e+01,4.714201721888321117e+01
1.703410576489156369e+01,1.215041624011403165e+01,4.690541122654796879e+01
1.695141146434412605e+01,1.297082685745927755e+01,4.691723576230474180e+01
1.644559033838191198e+01,1.281367332305632090e+01,4.694114837272255158e+01
1.617883070473499174e+01,1.246881262383431377e+01,4.701177346493880549e+01
1.620208047693427389e+01,1.235686119484654455e+01,4.702677468964347440e+01
1.616876984020563413e+01,1.244516172799193576e+01,4.690947202603530997e+01
1.634556474724976738e+01,1.250888786993709445e+01,4.672106621342055632e+01
1.603899409092877448e+01,1.216655128263225549e+01,4.708585271611885759e+01
1.656601075760341502e+01,1.245096638004044109e+01,4.690004584618446160e+01
1.667018523431202226e+01,1.257694771302925218e+01,4.714244909375084092e+01
1.665190553261054163e+01,1.247394339500488059e+01,4.700930805063448048e+01
1.645352007409785600e+01,1.213796259778514930e+01,4.698548535122969128e+01
1.661524545666029695e+01,1.269151859002376526e+01,4.683838292026397454e+01
1.649408130761253233e+01,1.253923554662917184e+01,4.714084168223924109e+01
1.671023544261101890e+01,1.256369065156349230e+01,4.709431405254672143e+01
1.690637204196527676e+01,1.279717521038118910e+01,4.678818596553448117e+01
1.667927847196554580e+01,1.255686909026990072e+01,4.703760257269261302e+01
1.646228128116147715e+01,1.243018209848070121e+01,4.686469012387996713e+01
1.647174344332364271e+01,1.228568099607301178e+01,4.701389344288766381e+01
1.649041693081441196e+01,1.220143313387931272e+01,4.726005572390290155e+01
1.616460853880577986e+01,1.268595997597150316e+01,4.666123958372216407e+01
1.679023231702129237e+01,1.272476972482941271e+01,4.710482329903373966e+01
1.665853947037223648e+01,1.250874081808385974e+01,4.705588365136627260e+01
1.608712299513443611e+01,1.271746912118820205e+01,4.746153366863932632e+01
1.655244484471081989e+01,1.255796924542641690e+01,4.680974416813772621e+01
1.653724472351285257e+01,1.261152067583064706e+01,4.726074522462712224e+01
1.623117544361842235e+01,1.243376789469591870e+01,4.684460434762566194e+01
1.672458811918143340e+01,1.253116768557181793e+01,4.668058207018425065e+01
1.615608222615818335e+01,1.269945221517037837e+01,4.722657232047433951e+01
1.656683117791419235e+01,1.262724166740087384e+01,4.676414482299789910e+01
1.643542998790848486e+01,1.318351839621738009e+01,4.681071696526672810e+01
1.627200788019365163e+01,1.263589037079500876e+01,4.716059557816799952e+01
1.610520549449998384e+01,1.197640674890407375e+01,4.683959149649817277e+01
1.679920560222684145e+01,1.273387205096047481e+01,4.703957188315374793e+01
1.647312818534572543e+01,1.214912441002501708e+01,4.733002361423012871e+01
1.654137142432635343e+01,1.258807084001772125e+01,4.665774357317381771e+01
1.624624330640805070e+01,1.269771447445998902e+01,4.686420019179627161e+01
1.648717570913848718e+01,1.260127282935870419e+01,4.721442854663509081e+01
1.621836830528818396e+01,1.252176409232383492e+01,4.681063714482785798e+01
1.670609174797742469e+01,1.226550036790191989e+01,4.672272366782470243e+01
1.656317075053449983e+01,1.261765302078389084e+01,4.698301748432815117e+01
1.636753492591507708e+01,1.274373806961787992e+01,4.678494700865894629e+01
1.626528456598759931e+01,1.259628673464673554e+01,4.699412183078732141e+01
1.661739217948198899e+01,1.227738588551997445e+01,4.648892687687731495e+01
1.628244919645801403e+01,1.266709416553896261e+01,4.745229218113890823e+01
1.661039732832201921e+01,1.226848178176063264e+01,4.689486300422785092e+01
1.662939662345640812e+01,1.243104094154979933e+01,4.703479612586145464e+01
1.657738365730204322e+01,1.244999872124088292e+01,4.680878276686249961e+01
1.642110875457499830e+01,1.271146686651829683e+01,4.672281806747096056e+01
1.664635870336987011e+01,1.227452115192987669e+01,4.670308924855902433e+01
1.644549790777270815e+01,1.260007808856377665e+01,4.666966942122933659e+01
1.653451492617023888e+01,1.248270605328162475e+01,4.681490632344539193e+01
1.668954806052755302e+01,1.257128305181006134e+01,4.690933862876870108e+01
1.636587934233341812e+01,1.245813339374619666e+01,4.691407286178667846e+01
1.650805693867597768e+01,1.226283530128265298e+01,4.691128389358338069e+01
1.649029796015707561e+01,1.249235185825761363e+01,4.703553242940802903e+01
1.625010962531981562e+01,1.264701960321066565e+01,4.755975359453582740e+01
1.642367485736543031e+01,1.239144908373479126e+01,4.716671922465263833e+01
1.600707058349587442e+01,1.245352836098612848e+01,4.690537470534620468e+01
1.667202180119799948e+01,1.262502448123199095e+01,4.721097568420287871e+01
1.627553549290490409e+01,1.260211412229973504e+01,4.704701633815915329e+01
1.652353520912795659e+01,1.282224917636127337e+01,4.702551994825587656e+01
1.650876633984850272e+01,1.301057582153272385e+01,4.700577506764161484e+01
1.646296421296884915e+01,1.270298375538593660e+01,4.700637185864405865e+01
1.648174291928715718e+01,1.262453089262472083e+01,4.667253977205807303e+01
1.652955606999804061e+01,1.261145410878017259e+01,4.719064876162273947e+01
1.674720424732416646e+01,1.267690778160729081e+01,4.684750847677971564e+01
1.672110825371634846e+01,1.269244635675791066e+01,4.709508097220811607e+01
1.655991581156274250e+01,1.272557105779120334e+01,4.710225842176909339e+01
1.652338595670530097e+01,1.222592747646976719e+01,4.678061019248625740e+01
1.670445508779019050e+01,1.236316390068296656e+01,4.665397251372301213e+01
1.649215936135938065e+01,1.265856412503942607e+01,4.706478475661257477e+01
1.617282145322982245e+01,1.245062442399327729e+01,4.701562224305163795e+01
1.646828757785668174e+01,1.263046573625734936e+01,4.687734798562063077e+01
1.655230473824417103e+01,1.256772948580730720e+01,4.685322169007265813e+01
1.648783104714817682e+01,1.266542168752890518e+01,4.686911902680765252e+01
1.636030917310697674e+01,1.222286694256808026e+01,4.674231204473946377e+01
1.652865482128540719e+01,1.230966760616390232e+01,4.702397947121070843e+01
1.651434771333810048e+01,1.243539613286625922e+01,4.699408817599244514e+01
1.633394575937657578e+01,1.238992229086160535e+01,4.679750923799684870e+01
1.657518237648640991e+01,1.249369959932267093e+01,4.687094979581583232e+01
1.606555166753658881e+01,1.268026328047720952e+01,4.688070030293382473e+01
1.634765834349321523e+01,1.233282480865785224e+01,4.697257165392649370e+01
1.611183682813593876e+01,1.238100390349443103e+01,4.697136151528107462e+01
1.656147944052827725e+01,1.267760865642819468e+01,4.712979872292302730e+01
1.651271849600551533e+01,1.250723220109063583e+01,4.680339232767258295e+01
1.664173892662605780e+01,1.279355689048617783e+01,4.701900487692687847e+01
1.654356106981548180e+01,1.252134352750715429e+01,4.725937144334933038e+01
1.662699445805206722e+01,1.295376730317937586e+01,4.689067654902471105e+01
1.676740271170497820e+01,1.275002788349703486e+01,4.717826907448924345e+01
1.632725558895936047e+01,1.253892436613749517e+01,4.687252321137231803e+01
1.671846049758579156e+01,1.267769889951290629e+01,4.678258865864085436e+01
1.660633764055788575e+01,1.265774484195021010e+01,4.727156242079419002e+01
1.653752254727418958e+01,1.228894943345880009e+01,4.717658611742438524e+01
1.629286101125536490e+01,1.234397615913223056e+01,4.679282317735996344e+01
1.664628300993091514e+01,1.221308780371647629e+01,4.661722878418520821e+01
1.637760442166444008e+01,1.208104519213735273e+01,4.666232684029559863e+01
1.627705270708570495e+01,1.273115935192403114e+01,4.706522661080595071e+01
1.612427465656600134e+01,1.231367129201763611e+01,4.701246719722260536e+01
1.636624422679725654e+01,1.254891572468779160e+01,4.685652869760872363e+01
1.633139359259223866e+01,1.255794969080284673e+01,4.678811697976765061e+01
1.691058140611771066e+01,1.262171002121932162e+01,4.689075218821426461e+01
1.647108007495970128e+01,1.227300216368876384e+01,4.690790017391532984e+01
1.680297456785287125e+01,1.251938465113733479e+01,4.689875104076666190e+01
1.637746951078636570e+01,1.273740722064974840e+01,4.691486732391789616e+01
1.658442684470098882e+01,1.251929275104727779e+01,4.682601480204272804e+01
1.648876105424369953e+01,1.247252667268935156e+01,4.708764639515632666e+01
1.656901440675258996e+01,1.274031083738206860e+01,4.735495929070046373e+01
1.657999906166871185e+01,1.289437326425406027e+01,4.693696895694965576e+01
1.668016737449837450e+01,1.253687152589172982e+01,4.685854797292425644e+01
1.673530490893713107e+01,1.236350903133091528e+01,4.735770006888382255e+01
1.672639922738324358e+01,1.235831148168168525e+01,4.748194639782829540e+01
1.636976688323151308e+01,1.261647866132248197e+01,4.693004425960289439e+01
1.648289656113766810e+01,1.257595340057328492e+01,4.706291325186588637e+01
1.618429873779279404e+01,1.300539804683292644e+01,4.727200333531214937e+01
1.649630400893002502e+01,1.248544022840582102e+01,4.703594338955415566e+01
1.659893137683315700e+01,1.233258624523999458e+01,4.694100670648303009e+01
1.665338977378734597e+01,1.232056136077121877e+01,4.682264184647164740e+01
1.667263867404188815e+01,1.228201061987780385e+01,4.709075395601296066e+01
1.653696539060017656e+01,1.248320854939875346e+01,4.723313367309989275e+01
1.649206643809078088e+01,1.262917724139581210e+01,4.671468141033555810e+01
1.666979187576017551e+01,1.283482686169483955e+01,4.735116090396739708e+01
1.665420035235518981e+01,1.273077947914701014e+01,4.732440812938036601e+01
1.658915711947399529e+01,1.218981447842184451e+01,4.692590662101673615e+01
1.604539354756269631e+01,1.213705069539971326e+01,4.676889731357767488e+01
1.660936894421491772e+01,1.247154854951815572e+01,4.715797949462462668e+01
1.601623999667388176e+01,1.241601417277445485e+01,4.710294936657716391e+01
1.655305458841665711e+01,1.230681331584151117e+01,4.678542186599469943e+01
1.645103398501753489e+01,1.242475781593308426e+01,4.723222569697163919e+01
1.632592573364794930e+01,1.276740409073206095e+01,4.730448284628769073e+01
1.682807983461972867e+01,1.297861809837302438e+01,4.724871233115030122e+01
1.635113572735814813e+01,1.213022315595975442e+01,4.680481199780715684e+01
1.673309994321648730e+01,1.260392362487322160e+01,4.657110568041128573e+01
1.648230187812110259e+01,1.242111306234548174e+01,4.702686496231581259e+01
1.649206811947010820e+01,1.254606420777718334e+01,4.675196691912641000e+01
1.662715900418704962e+01,1.228519344256670642e+01,4.687899389186845411e+01
1.639367708825903591e+01,1.237347612681544540e+01,4.684257304542617106e+01
1.643501934440277878e+01,1.262203332213406348e+01,4.680143514363891910e+01
1.668936248560390823e+01,1.273001066602003917e+01,4.687321937371486058e+01
1.662759980516051428e+01,1.296792338166980230e+01,4.671895963476585933e+01
1.650527183115154628e+01,1.257878422421395648e+01,4.703972166647334063e+01
1.661380059426473466e+01,1.280369028015279831e+01,4.698304132700803848e+01
1.653162395047530708e+01,1.235643062134407621e+01,4.689656220984814894e+01
1.603499018254907682e+01,1.239328959054968671e+01,4.714014233899168005e+01
1.648917238739245050e+01,1.267406174698292176e+01,4.700063289767631147e+01
1.657155368133291873e+01,1.276170125406307498e+01,4.699215062198755533e+01
1.669946054946808189e+01,1.251357609998046350e+01,4.690671174011031752e+01
1.614165088035298012e+01,1.274276476389119495e+01,4.660401105323735038e+01
1.664325218247109461e+01,1.252820476937235128e+01,4.669757028939282861e+01
1.644774053032541161e+01,1.256321791892954032e+01,4.703230788749083047e+01
1.634517938557425154e+01,1.224468535488238707e+01,4.696932163803425908e+01
1.660951945059671431e+01,1.244617340338199263e+01,4.680985949626852971e+01
1.654339245819178217e+01,1.266633759215838317e+01,4.717397442181653133e+01
1.637777480806323993e+01,1.206823304110237416e+01,4.665920652673533198e+01
1.646115646901975182e+01,1.229345764690993725e+01,4.686817325696527803e+01
1.650519577575194319e+01,1.272480796774232026e+01,4.688209814747418847e+01
1.636103387692670452e+01,1.243284881266687769e+01,4.708349833845741017e+01
1.685557366601709717e+01,1.210857645740751209e+01,4.673916670459548328e+01
1.642766741918113027e+01,1.260183653179690211e+01,4.701637600840103914e+01
1.631870937550655754e+01,1.237703327236448203e+01,4.682470850985986033e+01
1.677813356823441993e+01,1.292952478760203761e+01,4.690542262570244958e+01
1.667087097048141331e+01,1.277270417909562106e+01,4.733541989919581994e+01
1.650443543271396152e+01,1.239405508526268918e+01,4.709797737974648157e+01
1.621428840328450605e+01,1.273858508367720255e+01,4.695769252170344288e+01
1.661354023849451522e+01,1.300202759501004834e+01,4.693093456976404809e+01
1.692775068973834607e+01,1.265947158145224094e+01,4.661577799141407752e+01
1.646304702033583922e+01,1.257664486446111241e+01,4.656753927942255444e+01
1.641709841451612562e+01,1.259517223418234622e+01,4.703759131019244677e+01
1.612361132716359791e+01,1.244069197509652369e+01,4.699316964149856091e+01
1.658548924068368891e+01,1.250379639364151707e+01,4.733896645630807853e+01
1.671565096483548984e+01,1.244824716848731505e+01,4.680394280823649211e+01
1.631305648729212265e+01,1.267423160305353136e+01,4.726927181977905690e+01
1.659054778284467346e+01,1.255391328539684537e+01,4.716397494764189702e+01
1.673293842651751362e+01,1.284468724478549007e+01,4.733773193706876725e+01
1.655394078532777158e+01,1.290599810007021020e+01,4.717601139492038698e+01
1.629748155759851613e+01,1.247901345056345157e+01,4.737161765311086725e+01
1.658260064787346622e+01,1.268740759339658020e+01,4.750939261914879097e+01
1.664913665284213096e+01,1.289700276721174355e+01,4.725446162372185199e+01
1.685851559190052029e+01,1.231589086791183085e+01,4.718404473356716267e+01
1.649590117911202469e+01,1.300007214956350587e+01,4.714963021405046817e+01
1.643886947395611031e+01,1.221567477412509284e+01,4.675311008106361044e+01
1.672201261920438142e+01,1.243413733410063671e+01,4.708028649813412869e+01
1.646086170980226981e+01,1.267779726241852245e+01,4.674871826262337748e+01
1.685738487522455031e+01,1.234673813035199430e+01,4.679355412921768220e+01
1.643241222133677226e+01,1.279131515911968187e+01,4.702840368120963888e+01
1.661032307972573818e+01,1.275092465067092817e+01,4.686501535843718358e+01
1.654773896402082656e+01,1.226063500583331844e+01,4.712149133990717331e+01
1.669981279800258278e+01,1.238376085869062848e+01,4.692997386393496129e+01
1.657737013032968321e+01,1.281079931826059237e+01,4.694732785803827113e+01
1.626025620278647565e+01,1.263238335597161566e+01,4.653662145868279509e+01
1.626894163688932693e+01,1.265193825508102776e+01,4.716793910799056277e+01
1.628863932350370547e+01,1.235216885032006573e+01,4.680305280295190329e+01
1.596951429294200864e+01,1.251240689831395336e+01,4.656797346714042618e+01
1.625399463628725627e+01,1.239960287532070815e+01,4.707604443214390955e+01
1.622851985687283261e+01,1.219580939342928794e+01,4.710541961631226116e+01
1.656514762652597383e+01,1.230481838444236331e+01,4.722204601434332716e+01
1.645685820476818506e+01,1.277210819285926924e+01,4.694370730651756674e+01
1.659327087192765404e+01,1.252803118872142996e+01,4.683739890097366043e+01
1.627252757802855143e+01,1.247115873358987237e+01,4.712109701637178460e+01
1.674643830762776275e+01,1.243426469237242493e+01,4.732975292584719540e+01
1.636532839994310251e+01,1.261203312185065428e+01,4.709986840928263518e+01
1.655324581160096642e+01,1.260667640898023834e+01,4.709087332657941971e+01
1.640667699934940771e+01,1.231021688414280391e+01,4.717393684559403511e+01
1.655936956630018742e+01,1.252516848888900469e+01,4.689212378950377769e+01
1.675148448636085163e+01,1.276484545173368268e+01,4.696646568078109141e+01
1.633695397314007991e+01,1.255492356153757783e+01,4.691596514676626839e+01
1.665759660705898781e+01,1.258454720111793712e+01,4.673117676737664539e+01
1.618979705189589424e+01,1.263292090454156913e+01,4.666061271874070826e+01
1.677965593483349593e+01,1.230324452633102084e+01,4.688170202114557839e+01
1.652779743664608247e+01,1.270372221601467544e+01,4.671828980020341504e+01
1.615824639956943898e+01,1.249463425592928623e+01,4.685996166001997665e+01
1.656262351786917009e+01,1.219071015990370910e+01,4.709151991736785448e+01
1.661453818117340475e+01,1.213878954220487927e+01,4.674116955272888418e+01
1.671063908244483542e+01,1.246003551061374637e+01,4.741163586067543889e+01
1.659116771193643203e+01,1.266138135416194821e+01,4.674755476644619989e+01
1.655846723053729264e+01,1.259508371767964263e+01,4.690842672565263172e+01
1.639183248582500241e+01,1.244581628129920681e+01,4.687063187980945855e+01
1.657185029778107577e+01,1.261776242172034834e+01,4.682426763445881335e+01
1.647179576152689151e+01,1.219906602833705378e+01,4.684660929827686715e+01
1.648012754446441974e+01,1.246054642015038461e+01,4.690483396356692225e+01
1.673289237526757844e+01,1.288821609782672262e+01,4.662135277058102645e+01
1.680341381842381665e+01,1.264995068215925222e+01,4.689809664198224937e+01
1.687426123944512213e+01,1.236835539001502227e+01,4.665618179687725586e+01
1.662064592151838482e+01,1.232865553311130746e+01,4.696885481198889778e+01
1.626889621613950254e+01,1.258227810087752019e+01,4.727692176184581285e+01
1.656720481563478842e+01,1.274540119158997342e+01,4.707041196599952571e+01
1.643505993354628103e+01,1.265020528468451388e+01,4.661287278098981801e+01
1.655926224054051588e+01,1.252702971138960031e+01,4.697475075705477110e+01
1.660611710742785974e+01,1.251302292072954181e+01,4.705063487818132728e+01
1.658552992751335253e+01,1.287658263629550603e+01,4.708976956056936558e+01
1.621046297747616904e+01,1.223932176745855749e+01,4.702236093466682121e+01
1.643583822134927885e+01,1.251090318598168238e+01,4.704683902441814070e+01
1.620341475065144365e+01,1.236476616277640872e+01,4.687399429255064121e+01
1.634539069615834350e+01,1.293766793354877542e+01,4.687863588283596528e+01
1.670329153068876948e+01,1.246319275544966310e+01,4.704960957441560510e+01
1.596436500209419407e+01,1.257553935312717464e+01,4.670020208041808019e+01
1.709495634939302278e+01,1.266766645913060785e+01,4.717232866422676807e+01
1.652973621109447677e+01,1.254784126508139508e+01,4.726575790737631166e+01
1.636347690518025288e+01,1.273954892355019197e+01,4.682149595038844581e+01
1.664114972218096966e+01,1.237515247554205722e+01,4.698101808716021566e+01
1.665279590560798795e+01,1.254038832336348719e+01,4.698294861381067733e+01
1.670616756377853207e+01,1.255632583356658039e+01,4.660949435184271294e+01
1.649288872817484730e+01,1.233705385776919528e+01,4.747177534199044402e+01
1.642967878521311320e+01,1.237832281351368202e+01,4.704565880310335046e+01
1.633829842313179626e+01,1.267064708342187984e+01,4.718335339344305623e+01
1.642854964262559392e+01,1.252612733790380872e+01,4.682090963431909358e+01
1.620869941290285254e+01,1.234497393748905658e+01,4.687092368055905922e+01
1.648532513231547725e+01,1.257493923752228326e+01,4.702505995303054931e+01
1.607769833843109453e+01,1.292899006098758896e+01,4.676086385710100046e+01
1.651552946577987413e+01,1.253925667824922208e+01,4.687505682046669619e+01
1.617656304500787101e+01,1.277279116045526486e+01,4.693508477284955660e+01
1.680597065681586599e+01,1.222444787871310012e+01,4.711945149027557278e+01
1.646297134038234589e+01,1.231299321518417500e+01,4.709055858337069367e+01
1.656499959638467345e+01,1.279463893181715228e+01,4.671778779471910781e+01
1.648021340760660181e+01,1.254078106524963410e+01,4.658147661838524556e+01
1.626761515084874432e+01,1.249478687356387319e+01,4.730222760972304030e+01
1.635955118453593116e+01,1.260746926420111258e+01,4.708287886074020889e+01
1.653523171097640443e+01,1.256589623546078194e+01,4.694348513630016129e+01
1.685550951777453577e+01,1.281832396397891038e+01,4.686095968009404800e+01
1.677389323425806467e+01,1.256525017155330026e+01,4.716693406300851166e+01
1.630562367489472209e+01,1.225573429400331094e+01,4.664061341970781172e+01
1.678593836968333264e+01,1.290462423235537770e+01,4.703348720889299273e+01
1.658172283182865314e+01,1.251189433596196565e+01,4.699398445498895427e+01
1.633203561971849993e+01,1.252504516303094562e+01,4.687507671911149032e+01
1.630102859129920034e+01,1.265601330394635937e+01,4.720281055014127247e+01
1.626212672276662019e+01,1.246858147661146177e+01,4.698806357152962931e+01
1.623303426679949268e+01,1.236769071055244140e+01,4.726099939455545496e+01
1.607328764649876973e+01,1.269167718999314864e+01,4.671338986923023384e+01
1.666868014871227288e+01,1.230899617091075804e+01,4.662775856310045697e+01
1.667495747218028512e+01,1.280290215696252432e+01,4.649342041046185159e+01
1.653647046691962430e+01,1.242837045663300088e+01,4.687704389672919802e+01
1.631998295209306349e+01,1.239715720046900493e+01,4.701940565661447380e+01
1.646106340179040473e+01,1.251693501475895332e+01,4.694308654296829530e+01
1.626440928943420872e+01,1.248969208538155762e+01,4.702570301302863243e+01
1.645948638821131027e+01,1.271649318730622191e+01,4.696355945043907809e+01
1.664310817969660405e+01,1.248775648737381339e+01,4.674925600126180569e+01
1.637055822874210875e+01,1.217786279533787841e+01,4.662632509271080750e+01
1.664525029064966333e+01,1.266089365232097386e+01,4.672397599337644891e+01
1.639686744683809394e+01,1.250583207324167212e+01,4.654694575692517589e+01
1.671291359397293874e+01,1.253824935194726109e+01,4.715130149460382825e+01
1.628814159772005610e+01,1.249166847703106420e+01,4.673340573296105305e+01
1.680140155329086582e+01,1.215429910518411205e+01,4.716636847180600256e+01
1.650891952514471228e+01,1.229783141449966521e+01,4.709749095059402890e+01
1.625218134484012822e+01,1.249714280088455176e+01,4.705885129799257527e+01
1.672929610870763639e+01,1.279486306980845534e+01,4.679066101283304135e+01
1.646459764556363226e+01,1.272401669360039733e+01,4.715056535231430246e+01
1.670343050995959899e+01,1.273509313923942443e+01,4.701300332068834820e+01
1.624159067802291290e+01,1.248522282358456081e+01,4.696813433549679218e+01
1.660344352774099264e+01,1.290108757261586980e+01,4.696239420919565077e+01
1.661354172137129481e+01,1.253832045914584370e+01,4.687854144573318393e+01
1.666938252977974244e+01,1.220199889474664978e+01,4.699149873834842595e+01
1.639409967183850370e+01,1.258111715387364526e+01,4.668438254829037959e+01
1.650716671503774080e+01,1.238783799663303498e+01,4.720069595334027923e+01
1.670469060080001711e+01,1.268301307474297879e+01,4.699798612177396251e+01
1.630248439332461885e+01,1.274589663680262142e+01,4.709855841655533482e+01
1.628394940347358499e+01,1.263324654072847153e+01,4.725060106505110014e+01
1.664471597697874117e+01,1.290375347190545696e+01,4.649290729701874625e+01
1.645475834468914655e+01,1.245998148876694955e+01,4.687315448429177422e+01
1.646207107341211184e+01,1.213948624755842864e+01,4.672203990424030451e+01
1.624872672524778139e+01,1.256833900527086278e+01,4.704197733436932793e+01
1.624649424742794679e+01,1.272591430805996282e+01,4.700258671035538072e+01
1.683267363344895529e+01,1.257590061517726632e+01,4.689949917716645444e+01
1.628793199864577446e+01,1.280326352186819783e+01,4.690446647507462785e+01
1.675249948611912387e+01,1.266945120586451701e+01,4.736521404810088143e+01
1.664960937364309501e+01,1.238662620389834146e+01,4.711876402662458929e+01
1.642934616364325251e+01,1.225857505772878575e+01,4.678963033802476446e+01
1.653777423922375789e+01,1.240318431736473492e+01,4.700139047122365810e+01
1.637577034925022801e+01,1.244545563312373559e+01,4.700499136694266156e+01
1.646580365840804561e+01,1.241833637682842451e+01,4.700238089771433891e+01
1.652363341509165906e+01,1.229734365978276323e+01,4.671042201249474601e+01
1.663829331725600014e+01,1.243985938445998585e+01,4.665488921473250628e+01
1.666842325959829552e+01,1.212871804114750240e+01,4.707264121057945516e+01
1.679533729995442215e+01,1.258275136726984478e+01,4.667621611268994286e+01
1.656812088643748382e+01,1.243428625540537169e+01,4.683981883434939419e+01
1.648295312866819629e+01,1.261547215425484225e+01,4.663100338767397801e+01
1.662183660250786588e+01,1.244913441621301509e+01,4.691358432277727530e+01
1.661402742021560641e+01,1.225632254382623820e+01,4.695410450750851084e+01
1.652847785634494926e+01,1.273576161487680558e+01,4.716123793844966627e+01
1.621210041483146469e+01,1.244301664634939364e+01,4.711188101398131067e+01
1.625725362501401605e+01,1.284074112194890205e+01,4.686818347153682396e+01
1.636524764075744898e+01,1.243613410978488432e+01,4.693536730201464735e+01
1.648589168162262908e+01,1.259048939255059096e+01,4.696476939543453710e+01
1.673471659742948603e+01,1.280993986726302758e+01,4.669620221394582416e+01
1.661494762915093659e+01,1.269170358737462045e+01,4.684076063046979499e+01
1.664022573721582887e+01,1.266914550377298099e+01,4.710648868280484436e+01
1.694748479816649578e+01,1.253366989749614291e+01,4.712802538116716278e+01
1.670726768705016951e+01,1.235585577085802100e+01,4.694450797368601513e+01
1.648025092961692195e+01,1.267576797019553858e+01,4.695025292958241891e+01
1.644739510457688425e+01,1.232410233602363192e+01,4.700967834160104530e+01
1.638382482383457628e+01,1.246059924645839168e+01,4.649882338250203873e+01
1.650055736835561504e+01,1.279491602057405686e+01,4.723977023323679703e+01
1.650578102400820768e+01,1.301083447004553406e+01,4.699662241916646366e+01
1.632097491926455035e+01,1.238653834885352722e+01,4.703765909380267374e+01
1.671162216030782943e+01,1.263445807934247611e+01,4.733743107506103343e+01
1.646618731463615859e+01,1.296237584781811769e+01,4.763676237031621952e+01
1.645438522600043996e+01,1.242095248334912228e+01,4.722711614237110211e+01
1.667694624661791636e+01,1.229752914418947718e+01,4.688364211651563807e+01
1.635617620909352254e+01,1.248601099123153446e+01,4.684531790313584310e+01
1.673927466251186758e+01,1.252903525600518542e+01,4.703878167086895701e+01
1.669068008156889249e+01,1.255705190639760538e+01,4.700020139514113993e+01
1.641355305337124904e+01,1.216515235622805946e+01,4.705725687874004848e+01
1.676269035128960994e+01,1.258631858237241197e+01,4.712275699543653218e+01
1.630319082121680196e+01,1.264813132236131921e+01,4.669730628563051766e+01
1.663764574849900058e+01,1.224792422594127395e+01,4.747832506375822703e+01
1.642856120115840213e+01,1.244463583125410366e+01,4.716526353740588462e+01
1.651268192523208000e+01,1.251564229738764489e+01,4.694943667193586379e+01
1.668743372947029968e+01,1.258295182563015047e+01,4.717811307783588859e+01
1.653389292572792613e+01,1.250866518848134135e+01,4.654385488498097345e+01
1.672691854451716154e+01,1.234281760061783295e+01,4.674974906928303398e+01
1.591754145218509109e+01,1.218375744434491104e+01,4.710644516799087000e+01
1.686046917840420534e+01,1.251695601636920863e+01,4.684648096851100263e+01
1.621344910973451192e+01,1.267307874987466043e+01,4.690983686937535424e+01
