mag_x (uT),mag_y (uT),mag_z (uT)
1.259402891061756158e+01,-1.627325870775374028e+01,4.728972484562864054e+01
1.245308969245952824e+01,-1.644205298089775624e+01,4.726512841461376269e+01
1.250300329449414427e+01,-1.644279871142269300e+01,4.716264385737736831e+01
1.256519166795724907e+01,-1.630128772728274100e+01,4.721990475313068458e+01
1.272883529396033708e+01,-1.612924776936181459e+01,4.705566396036355314e+01
1.272705929271241487e+01,-1.661097631305161926e+01,4.688790488596371375e+01
1.240930795237287398e+01,-1.655261734902470039e+01,4.695935948101742952e+01
1.283273210169967982e+01,-1.646480361908703927e+01,4.684541813553239820e+01
1.210749035530711026e+01,-1.665750510522930838e+01,4.704664794123028315e+01
1.250503649573333576e+01,-1.611850167027593983e+01,4.725604272066841816e+01
1.199488922804306590e+01,-1.663231543789236611e+01,4.696374134250773835e+01
1.229796147567321540e+01,-1.643983733800071079e+01,4.707579684746868764e+01
1.302029484543378857e+01,-1.682381158419591927e+01,4.686234082061659478e+01
1.226552369543848897e+01,-1.663879354840856450e+01,4.705059297315959554e+01
1.241836717631581166e+01,-1.624108288432958247e+01,4.700654290782927802e+01
1.269842092445306569e+01,-1.651876328548453188e+01,4.721313948698645646e+01
1.262358800620376087e+01,-1.596915706977651439e+01,4.693076553199914258e+01
1.254171318748087138e+01,-1.654042091873506237e+01,4.712213157648666595e+01
1.257782583407796118e+01,-1.669511424487558671e+01,4.712398159056162683e+01
1.217634609354337982e+01,-1.633832511356357386e+01,4.680537455612139297e+01
1.239289055504555037e+01,-1.629797008069186148e+01,4.716312218428168279e+01
1.241706755563034470e+01,-1.641128200795449033e+01,4.676201080642712071e+01
1.245325739572391122e+01,-1.629759509483439572e+01,4.694446253883962328e+01
1.249442611965598005e+01,-1.671847085516968434e+01,4.703259173531611737e+01
1.204915875631533595e+01,-1.631865570663785547e+01,4.715895141849721028e+01
1.241225385221248700e+01,-1.671737952394534688e+01,4.684623363355509440e+01
1.233598236164013429e+01,-1.653073834573465817e+01,4.721075404136063725e+01
1.267228303623782715e+01,-1.675062680136043980e+01,4.694529491288593448e+01
1.265524824439045659e+01,-1.657727572791677773e+01,4.668646574337924449e+01
1.238191441735681764e+01,-1.644934089661699872e+01,4.699767085217973062e+01
1.253850544991114724e+01,-1.632650119411605161e+01,4.700969828593767375e+01
1.238362386624844902e+01,-1.629869037211025073e+01,4.683898535646200401e+01
1.249300458895680066e+01,-1.673561195351473785e+01,4.669401349877227148e+01
1.246441240636777437e+01,-1.634927829276736233e+01,4.694856954811452709e+01
1.240083590780604084e+01,-1.626912866667874979e+01,4.670486000086659573e+01
1.251512117657931000e+01,-1.680734642304744142e+01,4.723143370418429754e+01
1.261161528641794405e+01,-1.641974171656156400e+01,4.706149429767423698e+01
1.252014854645938691e+01,-1.689288576744419501e+01,4.694724255293359505e+01
1.242943408550492990e+01,-1.616210337274107900e+01,4.706780434381829537e+01
1.247427052466617425e+01,-1.654793641046644126e+01,4.702668291668932454e+01
1.264179033174972488e+01,-1.603321650146664012e+01,4.702209563299464889e+01
1.271627357136538805e+01,-1.658515998293804472e+01,4.710236776774288359e+01
1.256772693889213421e+01,-1.669272357744558732e+01,4.695292514715487187e+01
1.237982368726538240e+01,-1.631289261778074007e+01,4.726321819796841339e+01
1.238181656183939161e+01,-1.654038939608130931e+01,4.699857428070858845e+01
1.272863851453710460e+01,-1.666029714094476688e+01,4.675009782136849168e+01
1.279086487420921969e+01,-1.641937405063264066e+01,4.678439003269610197e+01
1.241206326662713977e+01,-1.628193272048412865e+01,4.656637731067449693e+01
1.259001401745371496e+01,-1.645082216349556603e+01,4.711683833741856375e+01
1.242755566419051405e+01,-1.657890151320585304e+01,4.700735857413143037e+01
1.248905242841997953e+01,-1.656486667848443517e+01,4.731311462176326188e+01
1.246839390915921442e+01,-1.661309170778313415e+01,4.664686398392856859e+01
1.231112318562807673e+01,-1.635200922424563785e+01,4.677302795030875160e+01
1.279112524203652690e+01,-1.638420238990844879e+01,4.689679403285928316e+01
1.278623044598329273e+01,-1.628237629497185779e+01,4.695385398952954858e+01
1.278310548030346894e+01,-1.620414177032158420e+01,4.683875717027361674e+01
1.254806354630911791e+01,-1.644451899426745101e+01,4.702326329578293240e+01
1.286021364576077275e+01,-1.597245994072539688e+01,4.647303660602731412e+01
1.257823416639369363e+01,-1.633259217830413590e+01,4.690202291871538165e+01
1.263769938703232221e+01,-1.659021955161671258e+01,4.674213956142035187e+01
1.276662392281259173e+01,-1.648200787244996590e+01,4.704344931017057263e+01
1.295916201078081542e+01,-1.647601382733603614e+01,4.757513970437732809e+01
1.272157152056513496e+01,-1.625689477419990325e+01,4.721417219172641921e+01
1.259039295638898537e+01,-1.674367983736061305e+01,4.693935498159677167e+01
1.274355543978112948e+01,-1.633392126582999282e+01,4.692311321814791114e+01
1.269486402925536694e+01,-1.644418485122826468e+01,4.731979224117952754e+01
1.280962667601547444e+01,-1.647254630110781193e+01,4.700514221191892972e+01
1.225709667848519757e+01,-1.624635316595800205e+01,4.681187035419777231e+01
1.301779128340089464e+01,-1.674604753527826162e+01,4.694487249210859403e+01
1.301549094698991915e+01,-1.603083770872812508e+01,4.696874144470415757e+01
1.293480978473629150e+01,-1.663944989996021917e+01,4.698891576167480366e+01
1.310195808199389234e+01,-1.647955630465955323e+01,4.705985977808399667e+01
1.291890958410341739e+01,-1.637923208342991543e+01,4.724976557216694317e+01
1.299671651852535526e+01,-1.592453151771097808e+01,4.727446505224608586e+01
1.258898607125908775e+01,-1.617172181519626051e+01,4.683905220017708615e+01
1.334972059550807622e+01,-1.625208253163605221e+01,4.712376885951882599e+01
1.296850477586587758e+01,-1.589914605834678518e+01,4.688468302503240182e+01
1.276466837854607483e+01,-1.642769967795572938e+01,4.663786623223806060e+01
1.329358063312125715e+01,-1.622748973131499994e+01,4.704789248384729916e+01
1.309338820101144663e+01,-1.599342513475860628e+01,4.683069458299736709e+01
1.319526953614237641e+01,-1.620757663028903650e+01,4.666501725374931908e+01
1.292304368081528665e+01,-1.581697674822920163e+01,4.711026657353084346e+01
1.293774875124813128e+01,-1.637751646740406741e+01,4.679811988460694039e+01
1.357009845735193032e+01,-1.564420869427169514e+01,4.724577325468168709e+01
1.326287916736630734e+01,-1.602849223474301965e+01,4.688416901206124265e+01
1.314462017692380158e+01,-1.611006161753951460e+01,4.733029760423428201e+01
1.304339860647907834e+01,-1.588949999346218966e+01,4.717156009568656572e+01
1.305185222964882108e+01,-1.629888304388237330e+01,4.738695437566247648e+01
1.330709353845643683e+01,-1.598636430063275249e+01,4.693071458123998951e+01
1.359418597163191578e+01,-1.589927787103418311e+01,4.715668304146486633e+01
1.301366506593045003e+01,-1.599998247383595285e+01,4.704673017286167180e+01
1.357172373632661788e+01,-1.605254053788516444e+01,4.665238007353268301e+01
1.286610544288844693e+01,-1.629499586011944601e+01,4.662669785462423278e+01
1.346144069575700541e+01,-1.592464380978251093e+01,4.723446829121991186e+01
1.275428357703672333e+01,-1.599756965852509438e+01,4.695129549156902016e+01
1.346138184334886567e+01,-1.570364441477665984e+01,4.725559904537051636e+01
1.348615331990549748e+01,-1.614217974620769880e+01,4.738246762656520872e+01
1.310029614672848020e+01,-1.583823233149267296e+01,4.747096622093482665e+01
1.308645035786744337e+01,-1.559326866227587516e+01,4.681006341978958574e+01
1.328424199565113639e+01,-1.567039700095653032e+01,4.698905016280344427e+01
1.363639729556787472e+01,-1.591404545206755117e+01,4.668546276010845730e+01
1.324099580222075723e+01,-1.585937427302659586e+01,4.731407245419320162e+01
1.369294966810071479e+01,-1.508976057455329745e+01,4.692815883133818033e+01
1.360001530469845399e+01,-1.581082421659962023e+01,4.720035050462317372e+01
1.311278883221792313e+01,-1.597742506451109001e+01,4.738344012505073266e+01
1.341447613345637357e+01,-1.594555702306777434e+01,4.695135697143514619e+01
1.360271467465278761e+01,-1.568396206354444544e+01,4.676750097865510014e+01
1.348006291199890327e+01,-1.525291666158862292e+01,4.715862380406080945e+01
1.375743840409841923e+01,-1.590854091154509931e+01,4.688713130553040287e+01
1.368824118002929247e+01,-1.557834764327465216e+01,4.695866936842936923e+01
1.393037599070757437e+01,-1.564705742767190699e+01,4.688811432855822403e+01
1.354967516171290498e+01,-1.585926310149148932e+01,4.697158469984724860e+01
1.363416582440213354e+01,-1.569745513609088938e+01,4.694772113823128734e+01
1.392549043565556310e+01,-1.543174258529965392e+01,4.699039282822261754e+01
1.395981401408532818e+01,-1.561971498804883751e+01,4.712807334912234580e+01
1.375527335046789901e+01,-1.521632272340001713e+01,4.695001399421177268e+01
1.367452771379676157e+01,-1.538614153529634621e+01,4.689912134039256841e+01
1.390978623366073208e+01,-1.535114687889969787e+01,4.684763999642921561e+01
1.386470260191367210e+01,-1.544964844270448268e+01,4.726823762185645705e+01
1.344782482489204511e+01,-1.559237783556423196e+01,4.728890241974553987e+01
1.398595148751540940e+01,-1.529227522065087008e+01,4.679095284573549662e+01
1.372027050931048286e+01,-1.534429168636689411e+01,4.714463370436303080e+01
1.409364000891918423e+01,-1.542626426000500217e+01,4.670346150449584854e+01
1.382248317306220287e+01,-1.554616869374840782e+01,4.721451398459892346e+01
1.352987065832715352e+01,-1.534592715376621186e+01,4.708663546963805402e+01
1.373645366882914054e+01,-1.575181408098847768e+01,4.683585780500733620e+01
1.391943979022602562e+01,-1.587458318105599098e+01,4.690506782468883529e+01
1.373041051483983921e+01,-1.523710324941619731e+01,4.695175301025169290e+01
1.416920745988106667e+01,-1.550981818299425541e+01,4.673691742010699812e+01
1.391480077814193805e+01,-1.533719870243801786e+01,4.675034210307525484e+01
1.348150941218992749e+01,-1.519178410404648893e+01,4.713261252316664951e+01
1.381201485971186926e+01,-1.508804141763121542e+01,4.727264189535977579e+01
1.386368649864006564e+01,-1.559869169477066819e+01,4.632147315288577261e+01
1.408978549476008268e+01,-1.531202171564798675e+01,4.681179814588674049e+01
1.418779125717615841e+01,-1.526502223290624904e+01,4.685406248671245777e+01
1.423060022956306980e+01,-1.519856162257770649e+01,4.683581677087222772e+01
1.411777693597114158e+01,-1.555392912044134235e+01,4.678386924735005437e+01
1.387514116008174092e+01,-1.504783695303111735e+01,4.681895803123689603e+01
1.390896278658120266e+01,-1.516355916840158180e+01,4.701828266601704343e+01
1.411930075524076322e+01,-1.517594417695818976e+01,4.727765990825483300e+01
1.415493981054203232e+01,-1.535548981451075257e+01,4.700035011452843747e+01
1.375989342291094886e+01,-1.528912655769349982e+01,4.709972825748103986e+01
1.381423505192702628e+01,-1.511355133186719080e+01,4.691496259199588081e+01
1.439796851696926083e+01,-1.519976593884267402e+01,4.696383060175244850e+01
1.442512542529802211e+01,-1.520569443379423902e+01,4.712730420292998446e+01
1.409646009739597972e+01,-1.492127212540679793e+01,4.728400898049482493e+01
1.416239570613695520e+01,-1.537852365795012233e+01,4.694300159274887818e+01
1.409233336975889550e+01,-1.498886430989467478e+01,4.696724558372935832e+01
1.423057404498591438e+01,-1.493584309486503159e+01,4.707072252846035099e+01
1.424179539295361252e+01,-1.507860526572415871e+01,4.689147537068830474e+01
1.407341382299074262e+01,-1.490042577258898682e+01,4.677899825542212398e+01
1.432309481948018615e+01,-1.506692716484403327e+01,4.722416102374429414e+01
1.406640905774236572e+01,-1.514053671548338897e+01,4.723551129040157548e+01
1.417940053430733549e+01,-1.533752197151026486e+01,4.689409903175328509e+01
1.410864346682790149e+01,-1.524274894481606069e+01,4.707722455168137543e+01
1.429567110915653672e+01,-1.496242418438174404e+01,4.725788124759570508e+01
1.420160866568216740e+01,-1.492046727028596109e+01,4.677852934383570016e+01
1.422336319009375849e+01,-1.520348155297290305e+01,4.703800236614425501e+01
1.429811707725764158e+01,-1.498328939635614176e+01,4.704506655614635946e+01
1.447586675152310143e+01,-1.494690044988380606e+01,4.714865024502520185e+01
1.418176387601536881e+01,-1.504104889259957467e+01,4.689394616214086398e+01
1.436179493237083271e+01,-1.504829481281971759e+01,4.707254809890861225e+01
1.444112831888780413e+01,-1.515313704985564236e+01,4.687097583015199831e+01
1.419134540444534132e+01,-1.504580648401880971e+01,4.689384959800241148e+01
1.441954277023010178e+01,-1.470881956309076699e+01,4.696159739948356560e+01
1.426971900439399121e+01,-1.507973780630380745e+01,4.687640670202139859e+01
1.421040129914297090e+01,-1.478977091669990429e+01,4.695585872000496153e+01
1.419987396612851427e+01,-1.469041241150995702e+01,4.710146230317064919e+01
1.443641212128622087e+01,-1.507088966522816165e+01,4.670729087750445530e+01
1.435403234687226615e+01,-1.487024371155350266e+01,4.729476062428875593e+01
1.464928651783663049e+01,-1.532399320602389103e+01,4.680422524299521569e+01
1.446436504199912498e+01,-1.474554320324036638e+01,4.730621994803796326e+01
1.436961478007594550e+01,-1.479441700620451527e+01,4.702033260796586944e+01
1.439672044685593022e+01,-1.500162174527931036e+01,4.708257372723866752e+01
1.444423257072382860e+01,-1.490821350686483271e+01,4.739120267956565158e+01
1.403503197152762283e+01,-1.479181526986103101e+01,4.730704823339443266e+01
1.441654644947487718e+01,-1.492323484586154514e+01,4.703077004803602534e+01
1.455737044872996044e+01,-1.479202582880424721e+01,4.701888458062003195e+01
1.445146624094242149e+01,-1.504043406114204906e+01,4.695681315237692388e+01
1.451414834082476624e+01,-1.462852444467214141e+01,4.698897006447937486e+01
1.440170069753080817e+01,-1.462645677808244571e+01,4.676995516240367579e+01
1.460737012005141722e+01,-1.486640004349570710e+01,4.701627820556829107e+01
1.453558337600052219e+01,-1.472670775087170192e+01,4.709139900898459530e+01
1.456861605006441529e+01,-1.435430433276796514e+01,4.697615955963032519e+01
1.466008265014524525e+01,-1.426905749489966979e+01,4.722220017537906500e+01
1.463543685737695732e+01,-1.497826641648008383e+01,4.685403115334212032e+01
1.435206444570240514e+01,-1.492510963076257013e+01,4.696351403416019110e+01
1.458270499019444344e+01,-1.490577651917706170e+01,4.685891471678640130e+01
1.476464152092946769e+01,-1.466482903859271936e+01,4.698580581331560069e+01
1.440243432411270952e+01,-1.515213466286211030e+01,4.695554341267299492e+01
1.451914770689346490e+01,-1.466061830534017218e+01,4.699864099726934796e+01
1.481390210492253345e+01,-1.472034334196689187e+01,4.703662657311065942e+01
1.471115249104123279e+01,-1.504471359942754027e+01,4.722992065792087857e+01
1.468646319304330561e+01,-1.456205612074334077e+01,4.683453284113742399e+01
1.480683626072468506e+01,-1.475653200839424528e+01,4.733115364859986585e+01
1.461278914342851820e+01,-1.458422475827797982e+01,4.684339296664010277e+01
1.463853184691503984e+01,-1.461243193931947104e+01,4.710768480659746160e+01
1.481505745318766287e+01,-1.499967770185759086e+01,4.688117134179920953e+01
1.531849998765747145e+01,-1.425258907934434305e+01,4.679162318400459952e+01
1.466049660947649969e+01,-1.465996050831772912e+01,4.683450911164586472e+01
1.470958890434518729e+01,-1.451407616821626512e+01,4.662886616047090627e+01
1.457485768563130613e+01,-1.471011874111510842e+01,4.719341961078594494e+01
1.500087828290026692e+01,-1.473506664476374972e+01,4.699837264785948321e+01
1.467488248066437961e+01,-1.471358013374245566e+01,4.694064034163498178e+01
1.472521716198962594e+01,-1.440426955695684796e+01,4.689832533000762282e+01
1.483329992675083453e+01,-1.461000100773381938e+01,4.682311047667117521e+01
1.492089834903390866e+01,-1.478786178206826207e+01,4.670764000304585295e+01
1.478290204076848013e+01,-1.458064686746542193e+01,4.708255155241060663e+01
1.481261580245362808e+01,-1.441009069149345478e+01,4.689933501085164380e+01
1.506034082839532928e+01,-1.462610436203353359e+01,4.677334624847874522e+01
1.503509330751832174e+01,-1.486210252143994381e+01,4.726646911384825955e+01
1.517433089785192557e+01,-1.440864395379457719e+01,4.702946956048846516e+01
1.473525223326440781e+01,-1.459400983885377912e+01,4.688725809304271053e+01
1.517003099168454483e+01,-1.451462528295311039e+01,4.700893679983595774e+01
1.468152003613896461e+01,-1.455762341956659789e+01,4.704171819531123333e+01
1.482706389061465124e+01,-1.442103873345654641e+01,4.734988038259724874e+01
1.488079500012171330e+01,-1.450623057395074333e+01,4.672429518426533690e+01
1.522074698625852562e+01,-1.454984370889485490e+01,4.689518992269220377e+01
1.473893058206983397e+01,-1.416728918419384620e+01,4.683900908433690091e+01
1.476477096356123830e+01,-1.437495214798597765e+01,4.696169482946768881e+01
1.486828964177476031e+01,-1.456553231314759955e+01,4.727533813013278774e+01
1.499070067274719698e+01,-1.435705472896742130e+01,4.677501143537141104e+01
1.496362524516364090e+01,-1.436538916314538206e+01,4.691823342161175248e+01
1.486703117424825216e+01,-1.482023349625909781e+01,4.728586686414760720e+01
1.499090479227313821e+01,-1.469354142293021326e+01,4.681696548394273805e+01
1.486684254594318233e+01,-1.448889846775237267e+01,4.675323187608896802e+01
1.483025687669838355e+01,-1.448154268129251676e+01,4.701045285486804204e+01
1.490976938912018923e+01,-1.439884350915530753e+01,4.692249332754876434e+01
1.506849400547451800e+01,-1.411992761598951240e+01,4.675111197044662248e+01
1.504220308849397369e+01,-1.432697927583399355e+01,4.675942682902163483e+01
1.504189583601772462e+01,-1.424392395749089424e+01,4.696167100601893907e+01
1.481423854410940244e+01,-1.437688344832323750e+01,4.708063752794649304e+01
1.494034832964632109e+01,-1.438802402526646418e+01,4.700846391249585565e+01
1.501288429993554985e+01,-1.443701893953253368e+01,4.741784955112116506e+01
1.506628769068320572e+01,-1.414449541435418922e+01,4.700331527031832479e+01
1.463994454594817185e+01,-1.435930697274045542e+01,4.708850469018838680e+01
1.507013710297037790e+01,-1.417150827198224761e+01,4.680999478630738508e+01
1.514036489398427321e+01,-1.461325037466800225e+01,4.700371713751229663e+01
1.473679624263851196e+01,-1.422593866107316352e+01,4.631299929025286133e+01
1.474949955041354599e+01,-1.447018612182487907e+01,4.669370959679213229e+01
1.487200409683567948e+01,-1.437561701214925947e+01,4.692357858862089870e+01
1.527585192878978049e+01,-1.406842887414467924e+01,4.653902191666730914e+01
1.480852122194761300e+01,-1.435275272449430695e+01,4.672454588990361657e+01
1.516520816841757124e+01,-1.412411329692348794e+01,4.697067732307642274e+01
1.540144706021290766e+01,-1.431248862590081039e+01,4.734218558228303664e+01
1.495614583908698947e+01,-1.425894629295959248e+01,4.738924551004338070e+01
1.464386781016646566e+01,-1.427806946178012382e+01,4.681966886216293489e+01
1.516586012508954795e+01,-1.402996428985179556e+01,4.682355820366589683e+01
1.513559135512084630e+01,-1.432446672827368239e+01,4.700025379624207744e+01
1.527860776519609587e+01,-1.410660729978016370e+01,4.670713957391575377e+01
1.531068242240637112e+01,-1.438707515916416924e+01,4.715063925531949707e+01
1.528766633827776822e+01,-1.403198965012079569e+01,4.728810622845101364e+01
1.513078508182051252e+01,-1.403481473344077202e+01,4.678329466721908148e+01
1.516170951383924503e+01,-1.419567915198275720e+01,4.691361051809870020e+01
1.497252136483683138e+01,-1.407128234344918205e+01,4.704152520852230168e+01
1.532208026563279901e+01,-1.405073909823163802e+01,4.686815225525906925e+01
1.524429893955836413e+01,-1.404119498154779500e+01,4.696304845202994471e+01
1.531418930633583741e+01,-1.440392025435892798e+01,4.681243930894691374e+01
1.513654712790505741e+01,-1.388163290364422764e+01,4.704824277196021853e+01
1.540299437673353289e+01,-1.422235770849210468e+01,4.727782484274518993e+01
1.502097020145487960e+01,-1.423125750469327855e+01,4.696340502200497014e+01
1.506565875562273504e+01,-1.394686957292744189e+01,4.704091381754429335e+01
1.534568610676582168e+01,-1.386786658360860436e+01,4.685806978078898766e+01
1.517661393985228990e+01,-1.391237958274895092e+01,4.698103916132038194e+01
1.537115106081478189e+01,-1.410086853822153863e+01,4.683199146209027930e+01
1.519411370181131282e+01,-1.402072788854112417e+01,4.708816343729306908e+01
1.537937894160918972e+01,-1.401180776046554399e+01,4.703668610400104910e+01
1.488293238856237188e+01,-1.368953892716501031e+01,4.720269888100939681e+01
1.504479516016157703e+01,-1.396137654249722004e+01,4.710785725772350929e+01
1.500828905521644074e+01,-1.411595057069362547e+01,4.670752002946657200e+01
1.531618453401077851e+01,-1.406248779527997428e+01,4.707948718175218517e+01
1.563424258056563154e+01,-1.394027624094638362e+01,4.693631043135003011e+01
1.539359368570184294e+01,-1.401942541121619357e+01,4.701287335340769147e+01
1.590476795969926371e+01,-1.389676482712166816e+01,4.705151649848144046e+01
1.514860450898004807e+01,-1.405187662163826978e+01,4.710331220568600230e+01
1.561767586051356638e+01,-1.408979524923862670e+01,4.674502320497973784e+01
1.501300441950529674e+01,-1.422543609247002649e+01,4.701406982479726793e+01
1.521466651663070735e+01,-1.416801545419230379e+01,4.713602923512996767e+01
1.534638839841100122e+01,-1.407452540110292105e+01,4.672479309258691416e+01
1.548249842922088604e+01,-1.414057663737402848e+01,4.694133244838931773e+01
1.545930219992123966e+01,-1.383590691880838364e+01,4.689571084930776124e+01
1.526746422431441097e+01,-1.376778214302626679e+01,4.706481936768161489e+01
1.550611373084202782e+01,-1.392937693468956084e+01,4.759199241633096733e+01
1.567316072781970959e+01,-1.396772370415875741e+01,4.717703754564347918e+01
1.519283276232557078e+01,-1.397566081867408805e+01,4.686579856151023193e+01
1.575236374609298196e+01,-1.389102725505060754e+01,4.702392246067822867e+01
1.497644296244710205e+01,-1.404486916031361687e+01,4.723544723541705537e+01
1.529157254470421101e+01,-1.413805736648844658e+01,4.695814135956319291e+01
1.511857247649265013e+01,-1.381967608067298592e+01,4.701302324765569551e+01
1.547090178297048801e+01,-1.410554274991199186e+01,4.694287703034115822e+01
1.540409201165995867e+01,-1.408043068400875875e+01,4.666631333563422146e+01
1.543499378356113461e+01,-1.348915144772294994e+01,4.659244865540836145e+01
1.541788417521464893e+01,-1.354486510450734293e+01,4.700189766651212153e+01
1.556379294343036257e+01,-1.364986764666491048e+01,4.711681550030336041e+01
1.521698235389667175e+01,-1.399075249771076734e+01,4.668739900897796247e+01
1.520965972200263039e+01,-1.432644241977720156e+01,4.696897196647625350e+01
1.523593781636754940e+01,-1.404314550645973014e+01,4.691906425182605034e+01
1.539433999948051834e+01,-1.377332743150950733e+01,4.712124082909019052e+01
1.533059878447719804e+01,-1.384525438739334646e+01,4.711018588349742231e+01
1.538512172076315920e+01,-1.357636262932955340e+01,4.693770952225582249e+01
1.555432265022182392e+01,-1.403524755525388912e+01,4.696974825932025510e+01
1.537019396042668973e+01,-1.387992348966579215e+01,4.687663182425404074e+01
1.537510894247119886e+01,-1.367643953648221355e+01,4.709437888721833332e+01
1.551127754007625192e+01,-1.391973196526972956e+01,4.682288787673567754e+01
1.556840900538204231e+01,-1.405140291793744645e+01,4.667614609482444621e+01
1.597379430083821639e+01,-1.385086664548082958e+01,4.713018141900367652e+01
1.535344435104242145e+01,-1.383792379050453114e+01,4.683905190199665469e+01
1.538261649290211253e+01,-1.345723959167846395e+01,4.673470151325547306e+01
1.613427718293786484e+01,-1.408314191495983536e+01,4.701612681900033408e+01
1.561210750181921725e+01,-1.367921716056415171e+01,4.701883326216477599e+01
1.552225303211912610e+01,-1.408246059429918340e+01,4.644979663525429459e+01
1.552732654353282982e+01,-1.359855285514052170e+01,4.708586059181946837e+01
1.531959038312860955e+01,-1.353813358197158756e+01,4.701867172647622795e+01
1.560288984906698495e+01,-1.397021512690935907e+01,4.690033630500748529e+01
1.597513991408343337e+01,-1.357380914088433066e+01,4.677202469162460119e+01
1.525143415306460426e+01,-1.345155813382629617e+01,4.686975532529886834e+01
1.550954741396222403e+01,-1.376770740725988951e+01,4.689586543494126403e+01
1.573067503403024148e+01,-1.418738220139707096e+01,4.698255800203484256e+01
1.566349146165689810e+01,-1.329814028415025717e+01,4.699930221466046731e+01
1.595583952695510987e+01,-1.358622674841733513e+01,4.709054699092238394e+01
1.593496789145468640e+01,-1.346689626171915677e+01,4.699096045108856856e+01
1.591946834011731227e+01,-1.409030975944471820e+01,4.696295748646964086e+01
1.528240364633342985e+01,-1.360137876544511926e+01,4.687573415593040238e+01
1.571618785784616001e+01,-1.345662298620953123e+01,4.743695221686180474e+01
1.549772144286543529e+01,-1.361510079767603187e+01,4.668127875326926812e+01
1.582419694936283250e+01,-1.404429811153168828e+01,4.706288671274138835e+01
1.567613978445167255e+01,-1.365813656731637771e+01,4.686768560203682199e+01
1.527501066248698258e+01,-1.393958123958195472e+01,4.665176287332737104e+01
1.564297084161948703e+01,-1.341450253167970175e+01,4.697797986648172497e+01
1.566779451336955908e+01,-1.371974959690947671e+01,4.685511625550618220e+01
1.552271994273368350e+01,-1.353118448898255011e+01,4.687361611092778446e+01
1.555691305257200163e+01,-1.365743747723422352e+01,4.707210897086056889e+01
1.524842017536590788e+01,-1.350473635750660861e+01,4.694544543476986576e+01
1.552292767495607251e+01,-1.398023040609530732e+01,4.703328069366749986e+01
1.567645509825699257e+01,-1.373904380687671001e+01,4.688544273936646078e+01
1.560089705253758119e+01,-1.352786903712327060e+01,4.674516736014381735e+01
1.587402880441684694e+01,-1.374281126607828796e+01,4.701928874850284501e+01
1.614792647117808855e+01,-1.351689848027797147e+01,4.670112084975033184e+01
1.549535093056299573e+01,-1.388952746166678764e+01,4.712705041561982000e+01
1.554534696840678798e+01,-1.345863821132944693e+01,4.688589271467348851e+01
1.564871084633637288e+01,-1.331879423116866334e+01,4.688606725373601591e+01
1.531584576162436129e+01,-1.348856859921891171e+01,4.688031835681358928e+01
1.533927333549880423e+01,-1.373508300599133314e+01,4.728814916029538296e+01
1.568980556332092391e+01,-1.385186895583776590e+01,4.657664538598444892e+01
1.569301435716876014e+01,-1.348253985570412894e+01,4.708705113903065609e+01
1.555460572927616703e+01,-1.381473890236358315e+01,4.661975100379471826e+01
1.554445020722288540e+01,-1.361912849884463128e+01,4.698162443537069777e+01
1.550047424792826867e+01,-1.366998521795633970e+01,4.679167940284077076e+01
1.572167926446444852e+01,-1.383597789939589973e+01,4.690697659377873663e+01
1.567379999362010068e+01,-1.347486683020524190e+01,4.686245766195532525e+01
1.563896557198156323e+01,-1.397099421944984954e+01,4.700144973647600466e+01
1.565579191656591540e+01,-1.355021753049118161e+01,4.714586421247653902e+01
1.566147805273115878e+01,-1.347376121127711812e+01,4.696867644457886115e+01
1.560464306656193934e+01,-1.386990062054261053e+01,4.682582277764814194e+01
1.547515131903905328e+01,-1.348888675143564519e+01,4.677541692570886767e+01
1.582802485898035805e+01,-1.369702637268804857e+01,4.706094785402194702e+01
1.585564589209814024e+01,-1.387733946995638057e+01,4.683605621542120190e+01
1.540593882255680569e+01,-1.373321873473553723e+01,4.672394234842214189e+01
1.568910578988553262e+01,-1.339842052492760871e+01,4.673799597934776529e+01
1.544576620723737648e+01,-1.343192515398907894e+01,4.682839805963423174e+01
1.560279258762408006e+01,-1.379594002445671741e+01,4.695924303109715936e+01
1.572950183597413520e+01,-1.345431010321638610e+01,4.695698536372286469e+01
1.599037896529049085e+01,-1.335277584934592809e+01,4.657417901052273379e+01
1.587421979385903015e+01,-1.349711482747973612e+01,4.730641483562376948e+01
1.576011850402585246e+01,-1.339731777713457284e+01,4.695132203162823714e+01
1.551636791379443103e+01,-1.344545468162165314e+01,4.679118504650227806e+01
1.602077321499730544e+01,-1.359314920031171603e+01,4.681241164970534641e+01
1.548692153349700895e+01,-1.349607687102192521e+01,4.692499087026909166e+01
1.568603384985569882e+01,-1.374941591732530632e+01,4.689281763593304220e+01
1.565957783934794634e+01,-1.410956022340224791e+01,4.691871453330846720e+01
1.564228805403270250e+01,-1.371277884290947036e+01,4.726518412841604544e+01
1.587464165756340329e+01,-1.332150515378867972e+01,4.687344366026489695e+01
1.582728941390880451e+01,-1.365000901375198339e+01,4.666892368927612011e+01
1.550420895325319393e+01,-1.335808678855341824e+01,4.683335661045521903e+01
1.578190186967598052e+01,-1.345340024986900573e+01,4.703778565585284355e+01
1.568886309171876547e+01,-1.315118409273099687e+01,4.719156319978347369e+01
1.591072045752801145e+01,-1.367221254150281418e+01,4.693695559778530679e+01
