gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
-5.345805066737253919e-02,4.864285974193671702e-02,5.896345380536248404e-02
-2.732052381841785713e-02,8.539866500132684002e-02,2.078263250739833048e-02
-2.164929461613055578e-02,3.435854916933108773e-03,2.357333423647200651e-02
-2.951486862894588462e-02,-2.397441797290443544e-02,8.385253943241530172e-02
1.744052322370147692e-02,8.246229101516724946e-02,-3.799448889359393396e-03
-1.173058956196420914e-02,5.595948613803531507e-02,2.197814375355232764e-03
9.043605656299812156e-04,-5.558369483937100619e-02,-2.964656495475062256e-02
5.142143502628584995e-02,1.233312126072240271e-02,7.655193530324511109e-03
-1.051009811794504679e-02,9.409766465332931873e-03,-3.538412752402823880e-02
2.747619538475956288e-02,1.009870236078811226e-02,7.521196608062781508e-02
8.540652090448493106e-02,-1.948230687665490971e-02,6.172209289826000728e-02
5.621327153125255105e-02,-3.733559797925131013e-02,2.549562977505082442e-02
-3.146929067368093441e-02,-1.602848619029544758e-02,1.599902356583507435e-02
-5.953865263840441013e-02,1.509174253677086908e-02,4.842420630146158922e-02
2.530516577987099863e-02,3.737450412265459071e-02,6.940017970337380993e-02
5.462794250803230944e-02,1.900478160912140446e-02,7.078599839349963840e-02
5.836836146788398905e-02,-4.289033759009833191e-02,-4.514896764909049481e-02
-2.317118144097550861e-02,4.176652785044773081e-02,2.019643740727255013e-02
1.807061766359306957e-04,4.499136509060772116e-02,-2.144227219502249995e-02
2.648513937303845558e-02,-1.168200566973033420e-02,-2.086971640331407307e-02
6.189399001784543636e-02,-1.483554481932941420e-02,8.977337725050792139e-03
-2.309914332487822755e-02,-2.676261788993229565e-04,-5.209357564314135575e-02
3.264429077943559881e-02,-6.964473460438973251e-02,8.759703557888194603e-02
-2.147114417783491450e-02,-2.715277772518838451e-02,-3.672201394031347765e-02
1.497082353036176955e-02,1.101963562374995778e-02,5.278124970885125777e-02
-1.916565263444316991e-02,7.068290679465103073e-05,1.151597394870001578e-03
3.576864376193087530e-02,-1.073949344575801830e-02,9.496061106206098168e-02
1.763619084803176931e-02,4.882597333325244815e-03,2.220767630471659135e-02
-3.056953927208980182e-02,-1.151922179262589163e-02,2.114507068864335954e-02
8.144078844286389840e-03,-2.892575135771861729e-03,-3.600264054340647502e-02
-1.973205857587163534e-02,4.065741402276444594e-02,-6.854853249301581797e-02
8.278702096172898400e-03,-1.136198761566765796e-02,1.813090385960680270e-02
-3.517757883396561286e-02,-5.451622436293086099e-02,8.248580903833223343e-02
-3.478146739935968827e-04,-2.105602191267437907e-03,-1.697467965988131225e-02
-3.263749927922003635e-02,6.978819331739728390e-03,3.541556455072239484e-02
3.598281062717248457e-02,4.762176858802148055e-02,4.186731195377738773e-02
-4.955029051090106135e-02,-7.191315289110570760e-03,-1.092600466693449818e-01
-3.434718295457237641e-02,-5.387384663093722562e-03,6.768419286034553159e-03
5.669357428443605462e-02,7.050276421408817329e-02,5.968196647259493143e-02
3.759993598588380614e-02,-2.847975405418784814e-02,-5.217208320723332876e-02
-3.047276702111322358e-02,-4.148131149823568176e-02,-6.805281615488111002e-02
-8.448896266317522732e-03,-3.618076373403695395e-02,5.433616477140217581e-03
3.483796086441359741e-02,2.833427923677264010e-02,-9.249933495035432551e-02
9.791634752958361040e-03,-9.542747773150020429e-02,-4.139806586352050288e-02
-1.645107371356182777e-02,-2.699407209950917784e-03,2.969037604764859176e-03
4.392682032244907969e-02,4.930879006574926358e-03,-1.246115785229271258e-02
2.297218245409811399e-02,1.267887562898355018e-02,-1.139027006460009012e-02
3.355928598831425108e-02,2.082183593075142853e-03,1.399156973283121469e-02
1.799705869250629517e-02,-4.808311851364630712e-03,-7.393024343324236525e-02
-8.037771885656181184e-03,-4.193272466497913881e-02,5.617531935906476537e-02
-4.120843479620230759e-02,-3.114218292776465419e-02,-4.693098802491654786e-02
4.632393694010850799e-02,-3.651657996641974324e-02,-1.173198732076420094e-02
2.911697570569550877e-02,2.535064740264105637e-02,-6.763505632543366508e-02
-3.020621793657708373e-02,4.645862058119408500e-02,-7.002735682468504141e-02
1.315887414530006287e-02,-2.686906145700671683e-02,7.579431319768152597e-02
2.872901689110985562e-02,-1.196367693525867380e-02,-1.145085928616173740e-02
6.604118987915998107e-02,6.580901916198873824e-02,-4.830640320594008566e-03
2.968161084663458252e-02,2.808447660779605365e-02,5.795242229740479867e-02
1.373783307823662689e-02,2.991646162353210972e-02,-1.524093207732948700e-02
2.313923373192187244e-02,-5.063436339241789846e-02,-4.242138024736169521e-02
-2.447562033654769251e-02,1.055725704401014710e-03,-3.103821369618732159e-02
1.802917703995776319e-02,1.194594401747393758e-01,-4.974401026439639883e-02
3.702920516700496101e-02,6.563652533100268471e-02,-3.820199581382920789e-02
-1.808949758651245618e-02,-5.770575067291687510e-02,-2.020072794106769418e-02
-3.433583987392809650e-02,3.745281451762794752e-03,3.228726907575322352e-02
-9.451160008139199717e-04,-2.861091647722095732e-02,7.265395946990625686e-03
-7.269130898894306594e-03,-3.280369527278001636e-03,-2.856273198242828201e-02
-1.792663715702244110e-03,-1.098127587688797237e-02,2.018985846878387780e-02
-4.724706139708783476e-02,4.542376604230243670e-02,-4.686699681395306571e-02
-1.342084237698049770e-02,3.182794763775120828e-02,-2.803478920732590043e-02
-2.693807304271407434e-03,7.260754684618045407e-02,2.462283257449698198e-02
6.258967601691063642e-02,6.020037986801231311e-02,-4.660680609993821805e-02
5.036584977474620195e-02,1.733242644328403638e-03,1.569403027578488916e-02
-1.271263478882715334e-02,5.617867036282524207e-02,-1.416869044188608789e-02
2.089583107920572197e-02,-6.476909452601827856e-03,-3.229151914578157895e-02
-8.775404969249356660e-03,-1.023328679374802680e-02,-4.659297229504312868e-03
-1.305634442520076273e-02,-2.163285509963935177e-02,-6.554413114123343320e-02
-4.367848713642589337e-02,1.847065511319927189e-02,4.982016412401114695e-03
4.848555785898962106e-02,-2.008260777579748066e-02,-3.450021648600209989e-02
6.223495626749914189e-02,3.272361447277588598e-02,-8.194909373593125407e-03
-1.382623025327134499e-02,-5.366705841608002125e-02,-1.311491926568631589e-02
7.972473028182043564e-02,-3.967402760145361668e-02,-3.163472377284700515e-02
-7.180602557371737645e-03,3.337929119393095306e-02,-3.055378086917259067e-02
-9.257225279634001547e-02,-3.367005576116573456e-03,-3.951065425020725691e-02
2.502205249245955873e-02,3.211830800812707359e-02,9.998518446192762935e-03
-3.380536605565215291e-02,1.651691910974975239e-02,7.765823094792713432e-03
-3.183505553908455576e-02,1.263435899229757402e-02,-1.412761667844639538e-02
-5.724771858760761833e-02,-2.978057894539008939e-03,4.197545938788974779e-02
5.742162183783258711e-02,-2.849287214231027709e-02,3.335521974596166589e-02
-4.736075058259115594e-02,-2.530309323468156891e-03,-2.686727768172075467e-02
-2.346598826676417685e-02,3.720598354295460986e-02,-5.895912714834685570e-02
-9.392655045512338097e-02,1.880735169547486860e-02,2.965149395619961093e-03
-3.312307771982683779e-02,-5.129418645419844131e-02,5.718192617190134830e-02
4.442932995637401822e-02,8.059286713045610284e-02,5.432851303862540338e-02
-9.073247621086176495e-02,-3.529310137252337359e-02,-1.812302120377115577e-02
1.358970453331759080e-02,-2.989890760489745739e-02,-3.220694006275235614e-03
1.153242627642168394e-01,7.703443597944842347e-02,-1.132671048785781212e-03
1.301928179244119139e-02,-1.922993744820305356e-02,-3.923377900314616029e-02
-5.778398890074834537e-02,-3.978767603517212315e-02,-2.153927158014039278e-02
-3.653750776182995014e-02,3.238913001741736825e-02,2.941492423660046693e-02
-3.998330745353386242e-03,5.115645539379055917e-02,3.717629712812647088e-03
2.719116457428900555e-02,-6.078819521115785135e-02,3.030465064319875015e-02
-2.930943710269462432e-02,4.720250557614350667e-02,2.482424016393203550e-02
3.009820985568202600e-02,5.998228341166182004e-02,-1.385064201494725852e-02
5.787345448379881997e-03,-2.937977650606786104e-02,-2.843277762041805309e-02
3.761845244936981580e-02,1.404940748365948559e-02,6.883696790011438471e-02
5.408743371842425485e-02,-7.812930782695261950e-03,1.343465754176770624e-02
-9.199597203470261803e-03,-6.492785386808565262e-03,-2.910217394931722754e-02
3.595619059822770941e-02,-3.909623776178577231e-02,-9.834879817544367638e-04
6.075041238257557208e-02,7.360502571626775098e-03,5.793895058101816188e-03
1.560734016795626775e-02,1.368367560612644349e-02,5.749387187936232102e-02
4.070655031876659752e-02,-1.187674162981819034e-02,1.210037593261882073e-02
1.004665960197482187e-02,-3.816153080032094053e-02,3.767877048223753755e-03
-4.499173559027199593e-02,-1.647732391257969442e-02,-1.290922026409673830e-02
6.175451992542032448e-02,-2.288316395261148425e-02,3.787328187214911504e-03
2.073120891034786403e-02,9.988432777876199431e-03,-2.891118450167200898e-02
-4.729533972899069294e-02,7.036155923687310854e-02,1.688908444308839102e-02
3.398106863410010718e-03,-2.608877429103298364e-03,6.969714517742256477e-02
2.175926112367067289e-02,1.879090165690815162e-02,-1.898722737281149237e-02
-5.708417509644939450e-03,6.470628767506604595e-02,-4.124085117234657649e-02
-3.855514576651215830e-02,3.870285145500698687e-02,1.530076601278660201e-02
3.954039702920233990e-02,-2.301587886904668534e-02,1.177239914331705030e-02
-4.379007910721001429e-02,-2.107923479101919337e-02,-5.637164496735081604e-02
8.689734239272134397e-02,-7.795355897274176826e-02,3.439318877075483224e-03
1.262067933808247271e-02,2.441994248990126196e-02,8.118522790012898394e-02
-2.019180832439197715e-02,-4.864976778084137421e-02,-4.523506848958513266e-02
-4.103025978375875182e-02,3.812199672886702057e-02,-4.341618531098417888e-02
-1.068211447373520855e-02,2.981540909158060179e-02,-8.552990542800203988e-02
1.501908381048551455e-02,4.597111092762897616e-02,-4.536572836330277601e-03
-5.147610632066403069e-02,3.161862291311326456e-02,-7.626329837126888389e-02
1.153838380047359988e-02,-8.414456025771699724e-03,-5.299235515633263227e-02
-3.437667113238182873e-03,2.262099599817463461e-02,-2.904545721747924664e-02
6.916112099378142475e-02,1.654502439983411566e-02,2.009167468421088273e-02
-1.206906830456519822e-02,-2.182525256534083302e-02,8.230017514132135364e-03
-4.251809255898798129e-02,3.247614685791902229e-03,-2.601805927968677337e-02
-4.333996787639607731e-03,1.847069596477366946e-02,3.816869222630521474e-02
-6.513830561759480046e-03,-2.530549383261403856e-02,4.161400307655725717e-02
-1.235564852734521817e-02,2.871385963880731390e-02,3.745584719226108944e-02
-2.917507091476305870e-03,1.153091247868848548e-02,-1.372585312680308332e-02
-2.542185414006437397e-02,-2.068790343593504208e-02,7.980609767936353016e-02
-1.484794954559681170e-02,2.910431522786808417e-02,-1.670864822954535103e-02
-8.021272756929102854e-02,-2.931216955846487060e-02,-4.573099075279288273e-02
9.565021344925702523e-03,5.275324398235801959e-02,-4.014834538000827679e-02
-3.323201538499436641e-02,-2.207208741503724134e-02,5.611241392962621616e-02
-2.456200806226825628e-02,4.411435449199457154e-03,-6.251442864475596425e-03
2.270652273315740266e-02,-2.901097303388782550e-02,-4.534120222126668265e-02
4.014549321877523141e-02,-1.421585549752098915e-02,-5.319187729781262725e-02
1.646376991513002694e-02,2.194223400679959357e-02,4.452674893749331703e-02
-3.160849492376489878e-02,2.830732421290160089e-02,2.970037529283161767e-02
-6.039658279713946282e-02,4.810816716820174449e-02,-1.289836131574333307e-02
-2.750658128261413565e-02,-2.527171057676970770e-02,2.399334591212948578e-02
1.332921620916479276e-02,2.565383627606959357e-02,6.438040412213087357e-03
1.591592845438600384e-02,-7.724986492225822954e-02,2.879590672122923564e-02
-4.295743330675967815e-03,5.587877785411475562e-02,-1.648009247352449566e-02
-2.835480728547765464e-02,3.644425153303724324e-02,-3.413254420889871854e-02
-2.237974672631982270e-02,-2.843545097939650587e-03,1.539806433191601327e-02
6.756096629598047631e-02,-1.081221671381535701e-02,-8.465745778256915724e-03
3.523773784243522389e-02,9.218604862371533593e-02,-3.091924659663686323e-03
-2.873281564344965996e-02,2.425705233487530314e-03,-7.030166653582321529e-04
3.409516967467147758e-04,-7.760449073954620025e-02,-3.754170843593634954e-02
1.568389011070751154e-02,-1.586610946513433706e-02,-7.264848564508613431e-03
-5.159673214002970243e-02,-6.332484652843371753e-02,1.213388825359002290e-02
-1.496160720492892109e-02,-2.233869177354301169e-02,-1.168780234496262331e-02
4.379526609058622538e-02,5.022548730630994884e-02,-4.410802325905372606e-02
8.766247669836595494e-03,1.326843212920939159e-02,-2.006434675254496411e-02
-4.379101915057726641e-02,1.302298380669798111e-02,-4.477279735786861975e-02
-4.444485074641560396e-02,-2.037271166380181554e-04,-8.954828645051240987e-02
-1.991439754231416615e-02,-7.236829132349530125e-02,1.803362270940593245e-02
-1.004996267520325871e-02,5.333203568916979748e-02,-2.683905390954357054e-02
3.869213143853958425e-02,-5.004525307764657455e-02,-1.713741257419653524e-02
-7.540923928809359876e-03,3.740478563863665340e-02,3.703245302320671423e-02
-2.403877382488083317e-02,1.404099611240794583e-02,2.137391525432966871e-02
-2.523584618095071203e-02,4.402736265154758716e-02,-1.087758779329129830e-02
-1.232982483948705634e-03,3.490960682626619710e-02,-3.859688887230607046e-02
-6.645944732220002279e-04,-1.674086418693980505e-02,-1.651089128170613735e-02
2.528908864649477561e-02,3.059851717405843649e-02,-2.657481852916830298e-02
2.251814841436209844e-02,-2.508428858537067527e-02,1.188515369199446420e-02
-2.916451860236937265e-03,4.890407244133225181e-03,-3.466437970010589897e-02
1.221150340987094650e-02,-2.456400167174195223e-02,-3.795118873940243887e-02
-1.186848701301802533e-01,1.829747825695451913e-02,2.388892653156806170e-02
1.237126543388930404e-02,1.632936101330471901e-02,8.205221924339570552e-03
1.572126297369067980e-04,-5.991218470751171962e-03,6.195504534578489403e-02
4.445828703227488327e-02,-2.607502286668277047e-03,-7.347471124977228429e-02
6.196002248148408872e-03,-4.713726327474120070e-02,2.504195610598845476e-02
2.056055763712318768e-02,-5.920480715351420647e-02,3.894936500917567379e-02
6.992829741328665527e-02,3.874303340529725720e-02,2.886457517271139722e-02
7.222287912929525877e-02,1.316519577359327731e-02,-3.799651933811693666e-02
4.991821317163942263e-04,-4.014201894800217829e-02,4.437854983257649016e-02
-5.247446238373331545e-02,2.329360199175439100e-02,-1.009300559002250935e-01
-5.619841729566633221e-03,4.482731105712198238e-02,-4.432365398780258037e-02
1.828363863898361044e-02,-1.040142236585799105e-03,5.332564089397347218e-02
7.125609680239952670e-02,2.789403782025637324e-02,-2.810602161717501435e-02
-3.363696756196458970e-03,-9.355275722284214779e-02,-2.086504692452412560e-02
3.654996535799940466e-02,-1.238350546380721957e-02,6.052832968753747711e-02
2.432638318228427451e-02,1.926098563134247786e-03,4.152609694471477708e-02
3.130524515170424876e-02,3.165972901605070087e-03,-9.532189689427946963e-03
-3.594566810084811291e-04,2.364932168193433718e-03,-1.253971543807035766e-02
-5.719911525621472828e-03,-4.851902987118600379e-05,-2.336628999424333192e-02
-2.227551912414545837e-02,3.074483589323536228e-02,9.195853615538273490e-03
-8.702561311650432174e-03,-1.681264048602069267e-02,8.678142829425961047e-02
-8.395555081785166171e-03,-2.159389171399785437e-02,8.045572663319518203e-02
-2.225956619556104452e-02,2.461330656346546845e-03,2.802490132903626141e-02
8.497971462852133354e-03,1.682366753280899185e-02,2.331159808516700821e-02
-1.038265399091864161e-01,-8.947120580687284441e-02,7.127313526347923284e-03
-2.051102499221038947e-02,-3.916735865724395305e-02,-4.183580017788299937e-02
-1.413369168926644111e-02,2.119743659076979425e-02,-4.152716546588166441e-02
4.157131111633289439e-02,5.340312345946996581e-02,3.019806548328698992e-02
-1.538275130547332899e-02,-5.131714242214444749e-02,-9.659326427219605549e-02
1.597132466409000376e-02,-7.405413094806368064e-03,-2.914892288040942317e-02
-9.378834257714388847e-03,-6.460836105432464505e-02,-5.814232290942425441e-02
-6.148669797079686639e-02,4.312666946244526900e-02,-5.829815037296956493e-02
9.794048303656826757e-03,-2.452848596690715161e-03,9.969241668357249966e-03
7.291518638043355260e-02,-3.537936508473553399e-02,4.146692037900105710e-02
2.740068366193837424e-02,1.771689263449793134e-02,3.716138207867121426e-03
5.893501380575697640e-02,-3.306419066094441750e-02,1.951907406976469486e-02
-8.653425293749120173e-02,4.643985310493078250e-02,-4.694394120749321303e-02
-8.411524327738946483e-02,-4.082832885515560312e-02,-2.538486789745468888e-02
2.559023294224540418e-02,-4.863352625403005898e-03,-2.350104102110280035e-02
-7.137933568844331833e-03,1.768126268744274823e-02,5.986362858089214201e-02
-4.631820969915905611e-02,-3.636697415547446213e-03,-5.526210342489971429e-03
-3.992682210883361643e-02,3.134829709079092752e-02,4.745259784752906690e-02
4.000981708931556496e-02,-1.496751582110307857e-02,-2.199185708967986777e-02
-2.259763236432140929e-03,5.121900053855847276e-03,-1.196265913703889114e-02
-3.666355167886320432e-02,9.939245656838704285e-03,1.527750200659572753e-02
8.513912942468943002e-05,4.280284010333264277e-02,-4.003067540972101573e-02
5.017747813293120529e-02,3.298491431347583269e-02,4.015540972284953325e-02
-1.681534394163145853e-03,2.192431629735496629e-02,6.029815270856220266e-02
-3.499994500336579134e-02,1.987339732032459422e-02,-1.806901475765344128e-02
-3.322372546215748151e-02,1.020956423910289318e-01,-1.330146661606382112e-02
-1.863834955528687054e-02,7.844365138686520966e-02,5.972808096776242859e-03
-4.865872719583570760e-02,-7.895992846204246546e-03,2.917670947907369250e-02
-6.066241093790798906e-03,-4.845086928507722282e-03,-3.243663618502833079e-02
9.617108156155454099e-03,-6.398546972865319649e-02,4.569507955736195476e-02
9.195927446155036100e-03,4.628148989678216446e-03,-1.256031836994308919e-02
-7.778556836706495376e-04,2.111218654030335568e-02,3.951653115206019140e-02
-2.725517847584802041e-03,8.537337098681317682e-02,7.927917576918061537e-02
-2.692445972563807868e-02,-1.220817927262641683e-01,-3.962397927210877663e-02
-5.478403492749600590e-02,1.951569683995222834e-02,-2.394402557575655427e-02
2.855764109432769315e-02,-1.021389808541078442e-01,-3.305817543906720835e-02
3.192011924767060305e-02,2.720908732839071031e-02,4.377832615711482744e-02
-2.386667907402725310e-03,4.893397714214051120e-02,-1.445991690092543469e-02
-2.299612332989076427e-02,-1.111045765776660574e-02,-1.217713052601426815e-02
2.810105823381712706e-02,4.784834301383744659e-02,-5.590641839792769713e-02
5.566410157606931780e-02,-3.085997447988887699e-02,-1.492741828818411332e-02
-8.100406458337834625e-02,-3.679482628011472578e-02,2.102155723656180201e-03
4.315145876983025874e-02,-1.676353694607249714e-02,-5.021678260314341169e-02
-6.499465527876686910e-02,-2.370184151209075215e-03,-5.817748848086388286e-02
-1.930269466642270393e-02,-4.197378998489618984e-02,6.243421552784621242e-02
-1.024853667134890131e-03,-1.933243641169606758e-02,5.420767301107174557e-02
8.315944778006864255e-03,2.270567812358054507e-02,-9.982506043119699149e-03
3.038571126112584245e-02,-4.860811214919599083e-02,-1.405472924564853815e-02
1.037730357301411103e-02,6.775714398895624213e-02,-1.641294999103065644e-02
6.221794208813916788e-02,-5.659529093995148419e-02,1.194816437608623924e-02
-2.507719463171304008e-02,1.856236415982469648e-02,-1.431807118368430901e-02
6.347239255270956115e-02,-2.628874806415183382e-02,-1.828246177570867076e-02
6.642703297798927681e-03,2.116844306650348534e-02,-7.864489671158222950e-02
6.151633211823839126e-02,5.540863525179352128e-02,5.506574693600262138e-02
-3.065653389132064460e-03,-3.456774870308781250e-02,-4.923625009720945800e-02
-2.885913171413987538e-03,1.794421612986891665e-02,-3.781918874005580494e-02
6.843925353447041782e-02,5.262093613226252742e-02,-2.636471633079049900e-02
7.675668752300369990e-02,-1.739083777211836114e-03,-2.385114423787693116e-02
-1.760302300899591402e-02,6.745375058875534291e-02,2.832785793917209742e-03
-2.635579185083417042e-02,-4.268821471909562543e-03,-8.240401735901174696e-03
4.446217315550113347e-02,-3.184137837724494713e-02,-2.263171641022990177e-02
-5.538316323679234182e-03,1.377633566974306896e-02,-8.565224801917797545e-03
-1.132855629203633960e-02,-4.360243895996875063e-02,1.402637214674591669e-03
2.498243046528120931e-02,-3.319719422274486353e-02,1.614331703054328743e-02
-1.206349882688111412e-03,-1.728581242755445821e-02,-7.451894795750732547e-02
-1.274336036220027543e-02,4.957465672777288529e-02,1.705574464127108600e-02
6.277459780308244919e-02,8.216239265098604708e-03,5.073759003878205304e-02
3.722142510759386680e-02,3.808277184544395927e-02,-3.319786373033961624e-02
-1.823588749265647735e-02,-3.484744110349451921e-03,7.442125533585534913e-02
4.289221453324346817e-02,1.192877577736790040e-01,-7.828429731460938290e-03
-2.635163872430121897e-03,3.194402865108543488e-02,-1.943596195099759130e-02
-5.408648596742381826e-02,-1.418559911451932609e-01,-1.297106241191802595e-02
-3.622369794897080386e-02,6.084652272374715259e-02,-8.956584945884969381e-03
1.523075293677153032e-02,-5.567497540303405559e-03,2.951020120255029404e-03
3.863066791226851815e-02,-1.735125850952650914e-03,9.746589815549952171e-03
-6.236727410249514464e-02,5.621009177441745747e-02,4.505416821840543817e-02
4.938479214001696704e-02,1.807597020158442994e-02,-6.168418147075995644e-02
-3.055689781876337954e-02,3.941582017764299478e-02,7.179716558845482093e-03
-6.050455480274988945e-02,-1.150597120418745539e-02,-5.935181799156839105e-02
-4.789220278715251855e-02,5.127475059613982415e-03,-1.426497243704984673e-03
1.390016843699446933e-02,4.529984684417762142e-02,9.625396316698295665e-03
4.116455145462735027e-02,3.055899823402553200e-02,3.270892142734357216e-02
2.682171481857247800e-03,1.906124689939350803e-02,2.813748568306677356e-02
1.342587338007396845e-02,9.221433040657419505e-03,5.175654583964360393e-03
1.360291924408925726e-02,-1.417025204969547814e-02,4.302038795533995319e-02
1.636549155521414833e-02,3.317702351985016285e-02,1.393680718198930281e-02
-7.446356478699814319e-02,5.087493028140208789e-02,4.408121225159183920e-03
8.588983067930922727e-03,6.890660121322202125e-02,-1.025380754945546258e-01
2.644588132425215732e-02,-6.056501153584371855e-02,1.934000150272106866e-02
3.332975827615223402e-02,-5.630997487529483536e-02,-5.663761852379021111e-04
1.969221880705420910e-02,6.611673520955959997e-03,-4.884396304303773723e-02
-8.282722521839956664e-02,-1.934633893512440958e-02,-3.268708090461835275e-02
4.723983072140968548e-02,-1.679584746109808943e-02,5.448578784540109715e-02
7.682629225362542710e-03,-4.381320331794174433e-02,7.937985607711468827e-02
-1.506764182054624694e-03,1.359334520641494563e-02,-1.117443626712736476e-02
3.650209246640897381e-02,1.669462255945260848e-02,2.212668974098084759e-02
-5.329427907933795977e-02,7.396269722267409530e-02,3.552340785581786786e-02
-6.782643616369327111e-02,-2.552901289598523762e-02,-1.911933605341136280e-02
1.043700782950774536e-02,-3.757139387304311851e-02,9.988915097876190780e-03
6.917186849322347342e-02,7.880633324897450692e-03,-1.687970181624660893e-02
-3.875061897740712802e-02,7.832407758554076060e-02,-1.210631028643037975e-02
2.584568966131054954e-02,-2.821803961839646976e-02,-1.669415123778827600e-02
3.403606914988655668e-02,-3.489439851244201252e-02,-3.932366503400506336e-02
-4.551458774592896661e-02,2.219268211387723580e-02,-1.103904077778359227e-03
1.866301073179097575e-02,-2.527626444004938550e-02,-2.784387664244000749e-02
-2.208800355748439734e-02,2.537526587814625118e-03,-1.310567873567543805e-02
-3.653123618744937105e-03,1.043875402639656523e-02,6.551201075650964212e-02
1.916869329759631965e-02,-2.031793048927702308e-02,-4.713672022758883667e-03
-8.838062874353160014e-02,-3.882181139478112913e-02,2.349976290126181908e-02
3.564483739479949037e-02,3.461116735624038265e-02,8.699197020000075387e-02
1.874772695308156347e-03,1.561407250982709775e-03,2.319858532269324092e-02
-3.590207402437408258e-03,3.624021049362865371e-02,4.695775233046649288e-02
-1.175395048695123401e-01,-2.302893789760511456e-02,-2.828100837939574730e-02
-3.490013081174593579e-02,-1.297375342395583851e-02,6.389981950764764967e-03
5.086406726575311288e-02,-7.616430336283004469e-03,1.114766293731111156e-02
2.277735650810276680e-02,4.385791440366912201e-03,3.484051069544318729e-02
2.727509657590210593e-02,-3.974930173987083204e-02,-4.123131309432800928e-02
-2.231866679149244539e-03,5.939277394759015505e-02,-1.136363451710695610e-01
3.561079205467596737e-02,-4.297308362982311947e-02,3.060429946731468148e-02
-2.524015611100813988e-02,-1.574359885993564800e-02,-1.606388138847094499e-02
1.389280660420891614e-02,6.774131511882740264e-02,2.153902287848003319e-02
9.888342305215262751e-02,4.920906253547832621e-02,6.968035740458164429e-02
-4.628499013472200940e-02,4.684858878732604121e-02,-6.040704691033519508e-02
3.011093308478665631e-02,1.156000281727841278e-01,-3.637403073355892358e-02
2.655740677630840166e-02,-4.953217840433080110e-02,1.787900952490718148e-02
-9.149506188627086131e-03,-2.175503364450246183e-02,-3.561184383232588596e-02
-5.186790566355282267e-02,8.615330396942871838e-02,-2.854806483973285416e-02
2.966636364117218594e-02,-4.885516424174183529e-04,-2.490659988945592013e-02
9.953143333053514688e-03,-2.067341255142568501e-02,6.054803322986309667e-03
-3.965941923569248767e-02,2.498631793934904741e-02,-1.049211846190940996e-02
-5.791306874856898962e-02,-3.613442269371601456e-02,-5.597756536228329360e-02
9.726658154469104700e-02,-2.869426290011592093e-02,2.178332763954741666e-02
3.534824738971427405e-02,3.826710478525050668e-02,1.661598326119787319e-02
1.693789610914018390e-03,5.674517141259403930e-02,8.500248090724167593e-02
8.736856586669458982e-03,-7.470182180198960912e-04,-5.667483668354236087e-02
1.454844842819143398e-02,7.032746721523111533e-03,6.749785019703198607e-02
9.043249705534505550e-03,1.612041200506583727e-02,2.422404956426300188e-02
-3.486706133706790611e-02,7.286800730980592944e-02,-1.091939538411682356e-02
2.270041800911046584e-02,4.364821057894571754e-02,-1.180896506091057008e-01
-7.665582374231223739e-02,-8.911240481687877912e-03,4.143660459401952295e-02
-2.643940110025411183e-02,1.383141041066482044e-02,8.789761190629487297e-02
1.153014618656616891e-01,-1.160301479973923494e-02,7.593424235909239373e-02
-4.145292917662127263e-02,1.917161666878254914e-02,-7.500847718931203355e-03
3.140463132666466376e-03,1.241957351196052751e-02,6.838679668544052348e-02
-5.168493603243780321e-02,-1.350185433530860096e-02,1.339154162556661009e-03
-2.921512324690243162e-02,1.149828018756031828e-01,-1.689952759463187251e-02
3.446459280303702105e-02,-8.541926180140184052e-03,-9.030409808621155804e-03
3.872033498489978447e-03,-5.937480880000716582e-02,5.421897120514445473e-02
7.005060604211740122e-03,-5.199050774704843531e-02,-4.754530867961488660e-02
1.133310464401843416e-02,-3.075755186820360726e-02,-5.998558143237951029e-02
5.107870069951968989e-02,-5.483812723058729272e-02,-5.575571450786854545e-03
-1.988708035664054144e-02,-4.373973515073472512e-02,-2.191470872981012355e-02
-3.333657187853628079e-02,-4.125519030935710652e-02,-3.486305265630571665e-02
6.930639988102302307e-02,-6.575664311510634463e-02,5.524748914639703717e-02
1.899496937007303862e-02,4.013523754115563835e-02,3.144382739890420192e-02
-6.574698331745131019e-02,-1.193921026840929697e-02,2.109904362051417612e-02
8.519588439898730103e-03,2.379352699210639244e-02,3.192689282419155367e-02
4.956397192440812477e-02,-8.146032888105433911e-03,1.729003817997308567e-02
7.180367797620544265e-03,1.999129710085994604e-04,2.203005984843479925e-02
-5.834769869112442671e-03,-4.388606668380541642e-03,2.051721098709742910e-02
-8.015695993243582632e-03,4.273475711178785497e-02,2.289129554532899624e-02
6.347901753208373687e-03,5.787660731992915614e-02,2.721712974483686542e-02
-9.451801592294816617e-03,-1.015435129555091560e-03,9.798991197908800410e-03
3.378860024817285229e-02,-1.276404212386939852e-01,-2.053316438912965169e-02
5.394391335218658157e-02,-2.659695099225592094e-02,4.667098954445737802e-02
3.698196672153785530e-02,5.180912692817184889e-02,-4.102490139610955044e-02
-5.353446655007026989e-02,2.673067819547860977e-02,2.273371591348307894e-02
-1.527864430263204537e-02,-3.961572894145357765e-02,5.148828111787519604e-03
3.299910010656336573e-02,-4.899478096977291641e-02,2.663903655200240434e-03
