accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
1.108787391400628888e-02,-1.606036719209734225e-03,-9.812611548597402589e+00
-1.647394325468128735e-03,-2.688044119358173629e-03,-9.797106261726565180e+00
-1.864380083809310954e-03,3.981117596703465447e-03,-9.796442650837834165e+00
-3.089934934761749685e-03,1.832205490269598518e-03,-9.805971303077853918e+00
2.473724196399570713e-03,7.683956984645541567e-04,-9.797374418955127950e+00
4.684390082419828856e-03,-9.607858202353151316e-05,-9.795440295851053136e+00
3.963475686913633771e-03,4.041233576709640958e-03,-9.803255905975241546e+00
2.068831840961078260e-03,-3.124288189227799901e-03,-9.794234541740092226e+00
-4.070851572685174787e-03,1.385987486100781832e-02,-9.806266868332453868e+00
-3.896992208492285666e-03,-2.638830956057518305e-03,-9.796325621591412514e+00
1.177300293761665865e-03,9.478512930163069533e-03,-9.809552566549774255e+00
1.319906454758570241e-03,-1.490972022638855331e-03,-9.816762690010197190e+00
-4.895621655808027849e-03,-2.846875753175565765e-03,-9.805045324165774900e+00
-4.167926949014137857e-03,4.253724280789217792e-03,-9.793486374206578304e+00
-1.822677360494870044e-03,-2.800736875289045087e-03,-9.794078701947123378e+00
3.493454555276816935e-04,3.346209260792676787e-04,-9.781654496420555844e+00
5.446867879610887801e-03,8.917045680354790047e-03,-9.803730834420699480e+00
3.025473830308935633e-03,-4.620324167114811878e-03,-9.802983602666488494e+00
6.161833516213898474e-04,-9.288445437657338530e-03,-9.791910397189552029e+00
-2.875150795093808862e-03,2.611908572254421392e-03,-9.798498736975572498e+00
3.542844520165835173e-03,-6.265913463988454120e-03,-9.804841278387176118e+00
3.352643891210547837e-03,4.966014400368164335e-03,-9.802972466791059603e+00
-4.324807192407352160e-03,-3.800939078523354626e-03,-9.796617516457391872e+00
1.278804015471693293e-03,-4.740063227697579630e-03,-9.793092947634164602e+00
-1.002066397997312215e-03,-3.601073331798301282e-03,-9.796261269257293236e+00
-7.602984498721786222e-03,9.722084564282315947e-03,-9.803215395554557787e+00
3.734653418712605057e-03,-5.165045871295038775e-03,-9.802298917609514106e+00
-4.960474366901479991e-03,3.702852012929644734e-03,-9.794718404528248712e+00
3.155557893681405161e-03,-4.721431289954891586e-03,-9.804197153750294547e+00
4.703534392243121330e-03,1.695902692290330097e-04,-9.805294575340441909e+00
5.276483503360227846e-03,4.494213025539745172e-03,-9.801639731062993022e+00
-9.483043726552915081e-03,-2.769645680153308507e-03,-9.795061816572523838e+00
-2.100781041217750483e-04,2.843147630790369886e-03,-9.804885293972331439e+00
-1.448460890924852277e-03,1.304852029906850876e-03,-9.809932735558946959e+00
-3.807479432563670978e-03,5.193178017952752900e-04,-9.805705836158532307e+00
-8.240958730584882139e-03,-1.332751100005406981e-02,-9.788116938748812501e+00
-1.389609522080546746e-03,-4.278313810504047292e-03,-9.800302558379295093e+00
6.530602112865534561e-03,-3.180929631722468048e-03,-9.801150630996794177e+00
2.127910660434978191e-03,-5.905430657326137672e-03,-9.819076535906440029e+00
4.422236905657080976e-03,6.602259613417561616e-03,-9.800124901154005030e+00
-6.772831020022930353e-03,1.386871204018043586e-03,-9.791527264348689030e+00
5.102001016740881356e-04,2.742222469709578413e-03,-9.815008109627841648e+00
7.895284302724736580e-03,2.323895965342803824e-03,-9.815496058140771751e+00
4.856531328056161965e-03,2.811539417186246538e-04,-9.800580227332362782e+00
2.009158725736102762e-03,-1.099146790616441736e-02,-9.789803298160194345e+00
-1.883236900691289610e-04,1.150529223120432627e-04,-9.789151376237114732e+00
3.346493511622836408e-03,2.082576451694266237e-03,-9.800656200455595268e+00
-4.062060303969369790e-03,5.841233293575322401e-03,-9.798732978954584283e+00
2.818781104222844568e-03,-8.925480054832016924e-03,-9.800119745943144167e+00
-1.022079110776736698e-03,9.497720004444086886e-03,-9.804458290655574615e+00
-3.352619939109182604e-03,6.302182595867338033e-03,-9.803309893489929649e+00
-2.487659196761915492e-03,9.766493122142119558e-04,-9.802665996474480892e+00
-3.529728058724957828e-03,2.425949282975571521e-03,-9.812604193423137389e+00
6.215331893818275624e-03,6.811247445492090574e-03,-9.804047937463337803e+00
1.488991815771819292e-03,-1.088353553083587846e-02,-9.795799015761478046e+00
-2.968496694811092497e-03,2.070838297779746800e-03,-9.794407525339391185e+00
-1.864303148436625502e-03,3.868076685716715854e-03,-9.798357032075484696e+00
2.195657327281750910e-03,2.581684537742502759e-03,-9.797561404961774301e+00
2.777303643610197319e-03,-9.074493556547375342e-03,-9.806514952148448927e+00
-3.585035238021088387e-03,-9.322276215283838716e-04,-9.792653183219114155e+00
-1.029473825650559357e-03,1.065943827221191688e-03,-9.802524917077709787e+00
-2.894381281654988735e-04,-1.253454549957312746e-03,-9.805474796068413212e+00
7.195920235394315766e-03,-4.858954600246837875e-03,-9.792377724753045243e+00
3.402563454537589800e-03,-3.995916929540930737e-03,-9.800603272984989900e+00
2.735858090813216188e-03,-2.240671225584189418e-03,-9.802253202066495419e+00
1.887257592668955836e-03,6.186075701503232320e-03,-9.806461883924143308e+00
-8.093270183717374928e-05,-9.527916077865629732e-04,-9.775697721629162729e+00
4.843291506432856916e-04,1.270426736425822514e-03,-9.803982960047738615e+00
-6.374104467621082709e-03,-6.864586682148511934e-03,-9.796823799954665901e+00
6.062815140097040784e-03,-1.483955589414212659e-03,-9.811732177200161331e+00
-1.686700105931636905e-03,-1.688970334448896453e-04,-9.793856671244313361e+00
8.897448672510631026e-03,-1.389969528903600184e-03,-9.815816728159955318e+00
-1.626629434166295893e-04,2.454781515459099513e-03,-9.812463146325104191e+00
-4.184268206373653078e-03,-4.378103988964755083e-03,-9.799047568475977243e+00
-2.722211069593446012e-04,-1.827703808014168561e-03,-9.793700672238605520e+00
2.696732407880393385e-03,-4.285734761654822248e-04,-9.800638686907142016e+00
-4.281078710399646887e-03,-1.220283577214852609e-02,-9.811220167930871483e+00
2.420503658076749842e-03,2.718105942808870645e-03,-9.806877681494551524e+00
4.858877098938324708e-03,-4.677179448732243262e-03,-9.808767437856882765e+00
8.963187959663373354e-04,2.628607312823535991e-03,-9.810984421509768794e+00
-6.904791578333677356e-03,-1.844804235991631637e-03,-9.814461646311904985e+00
1.108231474043346997e-03,-4.661206083255824313e-03,-9.798731870464626681e+00
2.986183912945221267e-04,-5.540158608411242282e-03,-9.808129266141868641e+00
-5.604530810657220100e-03,5.419076033295211307e-03,-9.788905935644001133e+00
-1.386846553035905004e-03,5.322364079721183215e-03,-9.802896718514157115e+00
-7.845810990030607779e-03,-2.076471945941774436e-03,-9.798615874308239881e+00
5.077286352737061864e-04,-7.220058260714471397e-03,-9.804452862004058744e+00
-1.306201277589278016e-02,8.046531862666923135e-03,-9.808418555595332933e+00
5.480018828012290372e-03,3.461445242870319836e-03,-9.807146410428016381e+00
-2.672928620040356494e-03,-1.486691884849466972e-03,-9.805779961944057987e+00
-7.360018619363968388e-03,7.358099187187581080e-04,-9.795928159543976221e+00
-5.992156724929469103e-03,2.255670731411119154e-03,-9.793051620449743311e+00
2.528110737969650745e-03,-1.031748817336545013e-02,-9.780453073831782973e+00
-3.587985311632237943e-03,2.064967042166241003e-03,-9.804027225471338980e+00
1.081496656424747391e-02,1.235665037424612612e-03,-9.808621297028025765e+00
-6.165479185712898370e-04,-3.468173055540842500e-03,-9.808192931933659153e+00
-6.201134655150936613e-03,-3.856207282147054369e-03,-9.802324204156736442e+00
8.265684000652731914e-03,5.228797683942955528e-03,-9.805470165125218074e+00
-7.373511329633613068e-03,-4.692340979496062306e-04,-9.801597908930927971e+00
-4.198349781293896424e-03,4.155910088021848130e-03,-9.796031306219029844e+00
1.269437618091204950e-03,-4.264667249443218448e-03,-9.808471354267762621e+00
-6.698705674630231130e-03,-1.139858748071222367e-04,-9.807001379684056275e+00
2.044031252901910758e-03,-1.857248998484336373e-03,-9.799193179238660178e+00
-1.823608874225966358e-03,-1.289806022792245200e-03,-9.813027361979600016e+00
3.605699693961270796e-03,-4.757589392799669095e-03,-9.794046497902852977e+00
2.076508373080570256e-03,-2.875859421634172595e-03,-9.804294947696382323e+00
-1.429665377534521109e-03,-2.734713960332826876e-03,-9.799378618399975593e+00
-4.730935075729193230e-03,-4.079339783206515670e-05,-9.795847274783156422e+00
4.106208668387592749e-03,2.883998270774979725e-03,-9.795433909277223350e+00
1.452287772756160949e-03,2.589302387622154349e-03,-9.804015186557483830e+00
1.695107081289696713e-03,-3.375249893679586801e-03,-9.793743606004554181e+00
1.067582204893881455e-03,-6.522228264320599836e-03,-9.811800542738973618e+00
2.318002036617039692e-03,5.463609846524909545e-03,-9.807773918718584838e+00
-5.122418143901638111e-03,2.588242680230460214e-03,-9.806752801850979750e+00
6.408689518473500643e-03,2.578484176256200418e-03,-9.799911780690475638e+00
-9.262203488124797629e-03,5.736202035325339149e-03,-9.817214364559685436e+00
-4.361731715981299190e-03,2.043381672429737364e-04,-9.799435899083748680e+00
-4.889512736486688847e-03,-7.156907943742609780e-04,-9.799555719021350697e+00
6.036048945129986014e-04,-6.574750763410921149e-03,-9.783351736103696794e+00
-8.847519386792412205e-03,3.673461966943257495e-03,-9.803931284003263968e+00
5.671738913245665675e-03,-8.005638680500945991e-04,-9.814275765357628245e+00
9.269875321406514587e-03,4.267373762511642889e-03,-9.803455831907610829e+00
-9.607636562305149619e-03,-3.896136030938559679e-04,-9.801681171589114783e+00
4.311760729328881561e-03,-1.947337470381163864e-03,-9.813812492063222592e+00
-6.959708858907174764e-03,6.200304461681310601e-03,-9.802594004102079595e+00
4.353849746016847603e-04,2.576835880827259197e-03,-9.804187749521421580e+00
-4.170324516119396779e-03,7.063372821376969098e-03,-9.805873138359048724e+00
-2.883142457102610967e-03,1.759055301822308936e-03,-9.794724593976173566e+00
1.045814987081831841e-02,4.367994926648569552e-03,-9.808152169341139981e+00
7.230740089070797003e-03,4.858026719152071758e-03,-9.812575771642331190e+00
-5.623218565074561718e-04,-4.502375411062004180e-03,-9.803835561353858807e+00
6.752730058648798682e-04,-2.987824404986813651e-03,-9.788165850216106634e+00
-1.401838085661899101e-03,-5.954387395050686856e-05,-9.809651289997511014e+00
6.517106010046415897e-03,5.382271071233422910e-03,-9.806663952259755845e+00
4.971042267490007743e-03,1.706122356904183311e-03,-9.803984206086227005e+00
-7.101156992327130150e-03,-5.089013181995018752e-03,-9.809969658247791102e+00
1.603055600316289448e-03,4.979825887050188735e-03,-9.820723331313637061e+00
-3.242585388090956592e-04,-5.641451591405015689e-03,-9.794856702740084131e+00
-6.150246794871352604e-03,4.202666851875026983e-03,-9.805153155429829681e+00
-1.475830842735831316e-02,3.888237153814175489e-03,-9.809472627820596813e+00
1.852061407275526570e-03,4.713212231936212034e-03,-9.786867423406446775e+00
-1.767459688634147839e-03,-2.338932970293281649e-03,-9.800178135473391450e+00
3.193579479921770069e-03,-5.140642475620693826e-03,-9.797953740243755760e+00
4.160944750025664593e-03,1.068804560851665218e-02,-9.804994920293339078e+00
-4.839745192501942995e-04,-5.130952769347448634e-04,-9.799010605085946679e+00
-3.694216864216670181e-03,1.867821226929084876e-03,-9.788192309758594334e+00
-2.495873667709458919e-03,-7.791673013924637313e-03,-9.789551368618559124e+00
-5.359343716783398180e-03,2.208772232231599741e-03,-9.807978053175268940e+00
-3.100068771950392483e-04,-5.367041386593311529e-03,-9.802490965887303176e+00
1.213393106670802944e-03,-1.624987330396714591e-04,-9.816282979313017520e+00
3.662074739905742983e-03,2.783069580850232490e-03,-9.799089085144728983e+00
-1.138068627929529272e-02,-6.007570797413894301e-04,-9.804014175184605051e+00
8.678646325979755272e-03,-4.586090189239609358e-03,-9.791424700560206418e+00
2.400552177976440196e-04,6.183867195286716495e-03,-9.798908221929915285e+00
-4.027248617473806226e-03,2.476004888781111607e-03,-9.806026296767177186e+00
-1.173269664764563756e-02,-3.591933665854810478e-04,-9.805049532953400870e+00
-4.470356870431022381e-03,-4.571541522885802728e-04,-9.804647553739497923e+00
-1.680524028122775890e-03,9.628741784396733019e-03,-9.800959314108832032e+00
3.732365353476820805e-03,-5.629390846169832728e-04,-9.817255360305647827e+00
5.336150452604590533e-03,-4.295324560345151026e-03,-9.799257666470831296e+00
-3.196313094058343251e-03,3.710045541016553528e-03,-9.790329266345770165e+00
-1.445971391286915517e-03,6.781755607526090621e-03,-9.795829651641128066e+00
1.571792699016458022e-03,-8.144672339141852124e-03,-9.805195503975253857e+00
8.509914766024664207e-03,3.033633838219184590e-03,-9.785326400864901686e+00
3.402789184628200779e-04,-1.786110752481793497e-03,-9.787233013350373767e+00
-2.655742338255208997e-03,-5.796089003486561662e-03,-9.813535385178939308e+00
-5.006267695734925409e-03,-4.174058475702405006e-03,-9.806601316696772486e+00
1.526197734476325433e-03,-9.686642491201412309e-04,-9.786564899686752028e+00
7.197788073824324361e-03,3.900843476995073840e-03,-9.809047225394349923e+00
-1.501572907999130862e-04,-2.724647391673266483e-03,-9.798652286082919716e+00
2.654126030395741187e-03,2.835300314360619800e-03,-9.809041607534364715e+00
-7.923707127488133217e-03,-6.889671135575473580e-03,-9.799106508017887407e+00
3.407166589299605308e-03,5.146977009382779772e-03,-9.793445320469494675e+00
1.002615623950743606e-03,5.509178876667935286e-03,-9.802096314494786355e+00
7.582410965294958914e-03,8.296030490190259288e-03,-9.802753510800538805e+00
-2.486602431870895032e-03,1.306972173387573608e-03,-9.805985837799074289e+00
1.344135066685529442e-02,1.494695313538368757e-03,-9.797791282751783015e+00
-2.689132883614674379e-03,6.213788210761264814e-03,-9.797646829382902212e+00
1.905639489002117540e-04,-4.191267379795493055e-03,-9.801591899876878955e+00
2.778529137982843535e-03,-7.458114611177196589e-03,-9.796776859330648790e+00
4.008084830830943406e-03,6.057607129315691410e-03,-9.795158390447953778e+00
-1.768418099259796679e-03,2.018089244039941287e-03,-9.799266876858043318e+00
9.652029680159219431e-04,-1.423181630703159979e-03,-9.805760040901398966e+00
5.595250914044850622e-03,-4.970764126507096377e-03,-9.802477833365285775e+00
-9.501267066062834979e-04,3.811798616940375879e-03,-9.810332908001203833e+00
1.033822859796995315e-03,-8.092913914800480349e-03,-9.796750208274893623e+00
1.557293903750599923e-03,-1.916650184054921472e-03,-9.792325876376946070e+00
1.284395093963478299e-03,-5.737869952444856099e-03,-9.818333150290735389e+00
5.368901620402933596e-03,7.426880577240087614e-03,-9.801811857242837434e+00
1.846446441111181721e-03,4.355218492699968608e-03,-9.816901518139051319e+00
-7.054573141243611172e-03,3.426495021228121145e-03,-9.795318687576871852e+00
-6.004663806643627906e-04,5.513093022237217870e-04,-9.777664316105589393e+00
-3.458566200196154733e-04,-5.806856800352058930e-03,-9.786559969124168035e+00
-7.167086255875620635e-03,3.748834983046448973e-04,-9.808878772351949493e+00
-3.329706815820346593e-04,-3.932989695719120785e-03,-9.790573208593318810e+00
-7.113431693922040409e-03,-5.654340759234471187e-03,-9.803760907784893064e+00
-2.261274161971800738e-03,1.191622132507580249e-03,-9.794885040136739107e+00
6.500404307008976826e-03,-3.537008186589402255e-03,-9.801911100199484750e+00
-3.776225082334034797e-03,3.684120576897864912e-03,-9.799894598789354205e+00
5.919380847867124727e-03,6.931631485705019337e-03,-9.804419087071341465e+00
-3.366867914773026917e-04,4.615455332720641048e-03,-9.808498510792722058e+00
5.753908680039786921e-03,-2.805666856084769109e-03,-9.810409536574741907e+00
-1.373047234699739313e-02,1.977148050211809723e-03,-9.800144046010212051e+00
3.584052046782797152e-03,-2.265191239932825510e-03,-9.788425178903695567e+00
-1.205914633278146056e-03,-4.298960136136018365e-03,-9.810844727051021508e+00
4.412305551219847591e-03,-7.733283503448340826e-03,-9.791867245393662600e+00
-3.092099264914656680e-03,-1.112743458811036278e-02,-9.797755135725633835e+00
8.127257230641463104e-03,4.506715550551670772e-03,-9.796545151742344970e+00
-1.579954484491051558e-04,-5.005474215446843733e-03,-9.799929606380047176e+00
2.287939300384775766e-03,-9.485284941373126879e-04,-9.819552678769609244e+00
2.477269213341173112e-03,5.429999833064001920e-03,-9.809053583701075496e+00
4.418545131742257145e-03,-3.412455317291761010e-03,-9.811062929058804727e+00
-4.282470226371952270e-05,-1.031001156346522890e-03,-9.820825394542886499e+00
1.163844062773081688e-02,-9.689964672567363477e-03,-9.801024609465867954e+00
-3.821389088996413877e-04,4.242154698615527449e-04,-9.804407512050207885e+00
-3.231715065341706893e-03,3.127544529560818704e-03,-9.812600815248918806e+00
-1.157526292421302155e-04,-5.488609434817451338e-03,-9.816799017558942353e+00
-1.393721661482049713e-02,-6.827279516998074459e-04,-9.809676689750359557e+00
3.276374401447902131e-03,-3.053946448927348728e-04,-9.784530724773697230e+00
-7.060192211357572793e-03,7.563577239639835900e-03,-9.807009115612098427e+00
-3.720936874793059814e-03,-3.976490126244558161e-05,-9.806993337747742956e+00
-8.532716768351739089e-03,-5.442844196218623448e-03,-9.799734388280729291e+00
4.350764674642615230e-03,-2.033074148176293016e-03,-9.800585159147837899e+00
-6.117291041526255919e-03,7.779541011315645530e-03,-9.802609373183241104e+00
-8.892420019456195174e-03,7.399336042894263509e-04,-9.793504010232064516e+00
1.067752858356379141e-02,1.391686843824637386e-03,-9.818273318750506462e+00
-9.154964491348430503e-04,-3.076277957362624597e-03,-9.797852323736902846e+00
-5.434637923421751365e-03,-9.692359724529106199e-03,-9.794530136119707464e+00
-5.520002431044738513e-03,8.782762865948029810e-03,-9.796600347660712416e+00
-3.703118657647721905e-03,7.850444523583093373e-03,-9.791293050243574214e+00
6.769722992005081097e-03,2.135950246920659441e-03,-9.800528165188071128e+00
1.226470123488637709e-02,-7.259699777985947899e-03,-9.806745718474591200e+00
1.456501941083239568e-03,4.033168210374230792e-04,-9.790694432112664103e+00
-1.159860126568438080e-02,2.318975475614142284e-03,-9.806774376340733568e+00
-2.790516284762322927e-03,4.255596346362645541e-03,-9.795958545978162846e+00
8.775498519587624294e-03,-4.602107834522795732e-03,-9.805280262625620580e+00
1.023674062259671618e-04,8.955725750276305810e-03,-9.806204806324215539e+00
2.559642321767341281e-04,7.615515812623790959e-03,-9.793801760225640862e+00
9.213221192443561691e-03,3.222106466850236609e-03,-9.809154737779122613e+00
-1.827513446212026757e-03,4.585039223865894527e-03,-9.799769511108438635e+00
3.518469907493997680e-03,-3.909861403326821312e-03,-9.805725298220748343e+00
-2.263081535080091900e-03,1.849973053285962430e-03,-9.789627165124681341e+00
5.161131857156598529e-03,-4.403318850248192848e-03,-9.794588027677589182e+00
8.366603891166493265e-03,-8.553861371332253201e-04,-9.812102354462767906e+00
-1.484400009778312360e-03,2.012017498847978121e-04,-9.800206668238269359e+00
3.197710853913271131e-03,-6.365796227256458398e-03,-9.816579796690692916e+00
-4.332522987841108501e-03,-7.269148700781843594e-03,-9.797909761544755014e+00
-2.571836139934538870e-03,2.208828647395748909e-03,-9.803848296032581899e+00
-2.667658042570100925e-03,9.405340141045553373e-04,-9.813812434905457849e+00
-7.122993479801269234e-04,-1.274892183681462093e-02,-9.807018894060641756e+00
9.662463731301556029e-04,-8.397237939355782499e-03,-9.801655285726448952e+00
-1.219903986393358793e-02,-1.830870685226974187e-03,-9.803790311776053201e+00
-6.750428268850673002e-04,-5.561255032542639781e-03,-9.807609845677093929e+00
-8.270822479160194751e-03,1.340927991321998452e-03,-9.794311794366931778e+00
1.312421518315778739e-02,3.272936813134513442e-03,-9.795829536713304364e+00
-2.826618980907924256e-03,-1.164429597744016075e-02,-9.792979515776295329e+00
4.855459661654685805e-04,-2.690990933059375298e-03,-9.820223009690110416e+00
5.862760783656743510e-03,4.308302278951953515e-03,-9.812832806265237906e+00
3.249619807660962881e-04,7.009509823127506832e-03,-9.807432124541238139e+00
-5.793522489340435094e-04,-6.943705438725824219e-04,-9.811032841504252033e+00
9.661153517366374149e-03,8.522467543898095549e-03,-9.800467180038616277e+00
-3.682693804663440384e-03,-4.696702304462246728e-03,-9.793856687171837549e+00
9.329149566288103337e-03,2.628316953619605489e-03,-9.797607465351996225e+00
3.070672031990431556e-03,-1.505068955500639362e-03,-9.801970650556178555e+00
-9.043588024782767175e-04,1.705421452007592096e-03,-9.800241531658739902e+00
1.152394880007366184e-03,-7.556863964799866336e-03,-9.807496685507164358e+00
1.784464518636222656e-03,-6.061145504589837349e-03,-9.803767777001484163e+00
-4.124693016592928876e-03,-3.290557753182397037e-03,-9.804436696197791790e+00
-6.489832121017939659e-03,-1.399434522629647640e-03,-9.788289546658367257e+00
-9.130833669892892551e-03,1.868795616178184999e-03,-9.803313001116670478e+00
1.461143796884074690e-02,1.273231557884166266e-03,-9.805512708843055592e+00
6.072631983012131106e-03,8.601377853677521362e-04,-9.788565959973547947e+00
-1.053205718007098508e-02,5.010419935430812134e-03,-9.817382662099191748e+00
-5.682144251661263960e-03,-1.271932894283256572e-02,-9.799258549464070711e+00
-5.801923519581695873e-03,9.362428614982667985e-03,-9.806113923779916419e+00
1.636138876105029541e-03,-7.819584746725620765e-05,-9.799949657957784055e+00
-5.008361072492323145e-03,2.735730247704582126e-03,-9.794632071643704307e+00
1.408033007761219180e-04,6.341992607416577395e-03,-9.802319267254707924e+00
-3.845667855990964404e-03,-9.202041496461756467e-04,-9.799191933005380051e+00
-8.462118289041222407e-04,-6.826839046359767064e-03,-9.809424588033591519e+00
2.047680030441120184e-03,-1.575070474435926772e-03,-9.798903899272794149e+00
-3.488521058850666923e-04,2.702908270208407692e-03,-9.783050136795530705e+00
3.944945663721415550e-03,4.143599888452731829e-04,-9.808145478860234689e+00
7.814988805935207603e-03,1.909897812351020897e-03,-9.795673956094384849e+00
-7.343691182020654906e-03,5.942265459000235350e-04,-9.793643132719846989e+00
9.606115323343425091e-03,-4.609376241790220756e-03,-9.798146173464676423e+00
3.634464638166765970e-03,-1.476508635868191589e-05,-9.805239806238541078e+00
4.238394111142931159e-03,5.415457934004160728e-03,-9.794554601074500155e+00
5.749553189975891267e-04,6.046850666990799712e-03,-9.803196616544891384e+00
-3.772150800644860896e-03,2.813420405815541397e-03,-9.814044072646277428e+00
-4.476913828045425529e-03,-4.374079518419506443e-03,-9.802118797801869121e+00
5.776491785418603336e-03,-2.590727963129719341e-03,-9.816096010877982891e+00
7.907047917685258026e-03,1.632684294887496281e-03,-9.793601492787075813e+00
6.487498826945810836e-03,-4.904094868219889547e-03,-9.803350933961811009e+00
3.063730741956936614e-03,5.851625405355467130e-03,-9.798051929578255326e+00
1.525019637694898043e-03,-2.784865243562473659e-03,-9.804957511749268662e+00
4.092758153326657086e-03,1.374531156096739891e-02,-9.806825696163768313e+00
4.957415746646542942e-03,2.710011558559614810e-03,-9.801565687856477638e+00
3.844870677515010039e-03,7.820384368592328203e-03,-9.797314190922053356e+00
-4.963330648470673165e-03,1.192204236130302297e-02,-9.802506261560452572e+00
1.552868380871075130e-03,-1.306840848026738109e-03,-9.798300174778161065e+00
1.566721903296102499e-03,6.490859282188832929e-03,-9.813699655060005966e+00
-8.608093103161721174e-03,-7.016322793688412919e-03,-9.812488745370218979e+00
1.575677132330346921e-03,3.072227962610610437e-03,-9.795377982524982485e+00
-1.429521916850379909e-03,-2.240540904949592758e-03,-9.804469172039972591e+00
-3.664292273060863400e-03,-5.335125966310178165e-03,-9.800421506820308437e+00
2.200761379745334216e-04,-2.106399262113105211e-03,-9.792335652071061602e+00
-5.189009785459356696e-04,-2.418459743284465634e-03,-9.791623046844664557e+00
-9.537987120667411334e-03,3.668148777582177882e-03,-9.791864806613800098e+00
8.750235591632622972e-04,-8.239696922350459377e-03,-9.805740708130882055e+00
4.019220477275183348e-03,1.407359211604326680e-03,-9.795511336442803696e+00
-8.276955332892865086e-03,-6.804148018885763927e-03,-9.794718176692589040e+00
3.141893165543514430e-03,-7.887375786396873256e-03,-9.817220847869201350e+00
7.778474639262213976e-03,-6.491513384535657627e-03,-9.790616593660514511e+00
-1.373740635832705744e-03,-1.837273656908210606e-04,-9.801976382499015372e+00
-6.384598550168084710e-03,-4.631839027088008494e-03,-9.796635655424893230e+00
-1.643535146465399709e-03,-9.616870631846557733e-04,-9.799491740035680465e+00
-7.123001844257776001e-03,4.320620375806365904e-03,-9.813097778256221204e+00
2.405274485849211987e-04,-6.410038058768899316e-03,-9.814334275145602859e+00
-3.916629110139892463e-03,-5.704139448662684693e-03,-9.815423329268293529e+00
-4.107443995719472704e-03,2.218611521838209904e-03,-9.810368070232405202e+00
-5.481054779544081157e-03,-6.447649097624312022e-03,-9.810475330494234925e+00
-1.233793340167896845e-02,-6.474995763112004893e-03,-9.800602375516511700e+00
6.087813316644374861e-03,1.239126950506731816e-03,-9.810903202991104521e+00
-5.815042417302616158e-04,-1.645137875999805538e-03,-9.792658896554105041e+00
3.529100796669894409e-03,-3.713949734180070281e-03,-9.802306895312650425e+00
1.382917976045438266e-03,-7.766798770519877174e-03,-9.804431444109013682e+00
-1.809711894609981669e-03,-1.143301623979520176e-02,-9.785827827088123598e+00
9.258864376610756800e-03,-2.787870966687886441e-03,-9.797355823913944661e+00
-1.826306624477388400e-04,-7.672437843294073294e-04,-9.799503671082339551e+00
5.160314928784302119e-03,9.174071281956273222e-03,-9.797431432801371187e+00
1.472785451113741090e-03,2.653310387148507133e-03,-9.798988027899966369e+00
-3.231193562426259037e-03,-3.370275878342674468e-03,-9.797871699819785007e+00
-5.805237219154608941e-03,1.278943866361221746e-02,-9.807001379494943549e+00
-1.019961887297787285e-02,-1.062027882732457552e-03,-9.801812800399298808e+00
-1.887915140138215694e-03,2.446719576223599195e-03,-9.803093509375628400e+00
1.086621792129500953e-03,1.944793692986036392e-03,-9.791998094918588080e+00
2.848459491237344873e-03,-8.290047495857853083e-03,-9.798628610567517327e+00
6.861466854355520451e-03,-4.220661837150175254e-03,-9.816021444539922314e+00
-7.728239531986601067e-03,-3.522318263897800724e-03,-9.797958082864905549e+00
-1.798797996975747601e-03,2.508446171975887203e-03,-9.798643474824496380e+00
-1.339340074056965743e-02,-2.230020552587253391e-03,-9.792579524109369160e+00
1.417265547775939643e-03,-7.291081375012587427e-03,-9.812852354996104864e+00
3.633338106872660307e-03,-6.576987948878342503e-03,-9.795618466504224742e+00
-2.258520374637495477e-03,5.647337433450342996e-03,-9.792072011109233642e+00
3.631621823867378640e-03,1.022891473389478173e-03,-9.809653586124719382e+00
-5.846897727629173482e-04,3.742318303549660354e-03,-9.815673603853822371e+00
2.376131948847941266e-03,2.904041647964514944e-03,-9.804327286294942212e+00
-3.413659363721545381e-03,-1.862082975041015034e-04,-9.800197864778066759e+00
1.468603997079235982e-03,-1.157206094269267078e-02,-9.780631705459487790e+00
8.897116631523264074e-04,1.052553656616868859e-03,-9.811680708741533863e+00
-5.912640622725739287e-03,3.301535812547555255e-03,-9.809965958139859055e+00
-2.078217959810908094e-03,-7.643535661475796142e-04,-9.803446374215530668e+00
5.915940461565748903e-03,1.315732921054487466e-03,-9.798172257480974423e+00
-1.914020793002238962e-03,-5.253324494249389000e-03,-9.795476913590322354e+00
-5.729516447343671257e-03,-3.997811271753634772e-03,-9.811698762563910492e+00
-4.868736244709369332e-03,-3.940958490141122615e-03,-9.817022719581792956e+00
5.119916819858585932e-03,8.503019604579403149e-04,-9.796615695665371604e+00
-4.098436487959347847e-03,-1.134326139309631710e-03,-9.809846368697364483e+00
-2.054806069160064995e-03,2.755970557618882440e-03,-9.800779068748141754e+00
-8.372758271857797668e-03,-3.403037432026668595e-04,-9.809794887081233483e+00
-6.999983915534434926e-04,-1.804660584819192237e-03,-9.802258968218652058e+00
6.129960719583319416e-03,-9.855227155846805337e-03,-9.790840047327488804e+00
-3.269305570783942808e-03,5.966862295232857986e-03,-9.802054703680125769e+00
-8.571074234167865361e-03,1.908583376316351065e-03,-9.806883405021304512e+00
-1.169655136993415917e-02,3.647486796838216201e-03,-9.811899763258201901e+00
-1.673039594822748428e-03,-4.869276087972086720e-03,-9.808812449023648128e+00
