odo (m/s)
2.099958762109552842e-03
-5.215866499227249375e-03
9.439525734435195645e-03
-1.856147221667492700e-02
5.907530544544173021e-03
-1.297704551514412830e-02
-1.567332022157374516e-03
3.586814288961434009e-03
-1.498541802747418820e-03
7.936980520535945674e-03
1.234663931204877697e-02
7.316699810257093484e-04
1.615612670037131285e-02
-7.593513838347290545e-03
-2.253059520305744200e-03
-2.601538592215707490e-03
-1.406634060503447877e-03
2.884458529864098938e-02
-1.845992607790532605e-02
-1.101919341978172852e-02
1.210199957935638925e-03
-1.465888305582462546e-02
-5.625428977251366661e-03
4.466367878390397857e-05
-1.052455955220260239e-02
-2.185925608742560547e-02
2.327865193871661229e-02
1.199256206153490002e-03
2.113283209402633776e-03
3.499483742720819156e-03
-5.971756764012406231e-03
-4.461220644335829491e-04
-1.402336448932241329e-03
3.970974745550528810e-03
1.359564448098888635e-02
-4.165962503448678088e-04
-2.058747766494656642e-02
-1.337903595870668268e-02
-3.034733690298154103e-03
8.965440294294334863e-04
6.586513293383672828e-03
1.361504701712021835e-02
-1.587227873394758942e-03
-7.090370904285451560e-03
3.642519221775306331e-03
1.464052197247173864e-02
3.837858952105816044e-03
3.673338279817389262e-03
5.288456615408480442e-04
2.534083946271281640e-02
1.842188888746178546e-02
-1.226613291326552474e-02
1.900549828521461496e-02
9.983932463782367595e-03
6.835100516117457135e-03
-6.015553698145612374e-03
2.178430973748477981e-03
9.928925601211511034e-03
-6.915910514575652861e-03
-1.242152783038456831e-02
-1.822448981843953486e-02
-1.621849832938934482e-03
-4.398141391501768881e-03
8.496571064933945011e-03
9.730558393688099311e-04
-1.826571607908110753e-02
4.865254375335086208e-03
1.261416222666274321e-03
2.045059741240973575e-02
8.094329519266885500e-03
-4.170602850004566549e-03
-1.056590346158905493e-02
4.128424009739798382e-04
-6.986697651667553299e-03
4.889183225733860494e-03
-1.047551283191160143e-02
1.828372111601834007e-02
-3.328099920993125242e-03
-1.227398886430498999e-02
2.126035992430207969e-03
-3.702062008177585233e-03
-2.042011526902390642e-02
4.951948470248102030e-03
-1.746144844852608700e-03
-1.371082440493631878e-02
1.621145147062610578e-02
-1.509421347697382197e-02
-7.736427298653522633e-03
4.071910310114685433e-03
-1.836242706403363317e-02
7.799121582374278147e-03
-3.163023092191168378e-03
-8.091000845301607458e-03
1.024825398181211655e-02
-2.703522472912716669e-03
-1.048362596534062156e-02
-3.652748962692061417e-03
8.250300384935321807e-03
-4.313993631294055567e-03
3.807688563721691594e-02
5.834782743034232395e-03
-7.357065991198455217e-03
4.501392927045146271e-03
-5.005477293162787812e-03
-9.124037513101269578e-03
1.171185421447647359e-04
3.865870781578485075e-03
1.675000957839137272e-02
3.949432100708179759e-03
4.739012144324644162e-03
-2.555113202939813741e-03
-2.886750488888365114e-03
-4.848711171453228691e-03
1.226359256594765183e-02
-6.203768064519185263e-03
2.514919875846061484e-02
2.415219730532272222e-02
1.212437260492845587e-02
-7.178592072278769040e-03
-1.099783663672299940e-02
-1.301461463105180009e-02
-5.815770765621404220e-04
1.063356621805182367e-02
2.262608530248485465e-03
-1.490235335578259969e-03
-1.259041933239285656e-02
6.287542555878091084e-03
3.773181265143820545e-02
3.415434951128640435e-03
-1.144244076165172076e-02
1.187811836579284915e-02
1.043607326685782634e-02
-1.509953868275276841e-02
2.693657498765340136e-03
9.893744163957685425e-03
-1.421010796996665174e-03
8.973132893863514439e-03
6.275075038037349062e-03
-2.833761836097806186e-03
-7.723450633875163923e-03
4.176962526496652908e-03
-1.578646690981253681e-02
-5.630259948156104283e-03
1.155552982831395750e-02
-7.710078830940829582e-03
-2.218615106182804039e-03
2.800158372055927200e-02
-1.159032491002414452e-03
-5.148944935337600691e-03
1.228156246248928406e-02
9.704844173552218400e-03
2.644599609396649110e-03
-3.705954600970251447e-03
7.787610092836948564e-03
-6.726067720210997247e-03
5.261275630240438089e-05
1.173575948535135038e-03
-1.121890120635523139e-02
7.508895266608132078e-03
-1.258561045316218541e-02
-9.948454967632872070e-03
-1.875783378468388538e-02
6.496820159251616607e-03
1.499511588922436455e-03
-1.125922851761046797e-03
-4.967194188427163926e-03
-4.672944057268771378e-03
2.029591697885429341e-02
3.332667673896779620e-03
5.605207590382684651e-03
-5.227653392988806068e-03
-3.464795895760465917e-03
1.527847905353808648e-02
-6.240867244429095385e-05
-1.262095405484445730e-02
4.788246413741564789e-03
-1.480748133160742028e-03
1.600957741668192907e-02
-1.003131979161822444e-02
4.049898545763711694e-03
-1.037812197864998280e-02
7.421497185035283960e-03
9.800859734033559936e-03
-1.261636764651147746e-03
-1.012359984501040415e-02
-1.344232630510194121e-02
5.707416314340999289e-03
-1.460767376229119355e-02
-1.200701247585304020e-02
6.415925468459857117e-03
8.037549923037455232e-03
1.567020046560660754e-02
-1.631252908640662760e-02
1.657394897595988389e-02
5.778379049892611030e-03
-9.028227484288442461e-03
-8.931280299632167810e-03
3.003479541446133026e-03
-6.675832908650650849e-03
-1.101514253736493934e-02
-1.033310187834666181e-02
-4.482946222554325252e-04
1.609447541247522456e-02
2.292953333014265821e-03
4.885277556046463366e-04
-4.551915430406892112e-04
1.945457859602115619e-02
-3.214669290950556476e-03
-9.639069621916305022e-03
5.594988771321738209e-04
-3.038072212458112903e-04
5.176787523226572714e-03
-3.295125481026883133e-03
6.386649145024187423e-03
1.461878645360894027e-02
-2.132079140925494196e-03
